guid,location_name,coordinates,lat,lon,Dupe,,,,,Coord - Rounded1,Coord - Rounded2,lat - Rounded1,lat - Rounded2,Mismatch Check,,
5a33875f280f177e9d0e52c3874214bc,"Cambridge, MA, USA","42.3736158, -71.1097335",42.3736158,-71.1097335,1,,,,,42.374,-71.11,42.374,-71.11,Match,,
5a8a12e1a1a7be86475d6d103656028a,"Johnstown, PA, USA","40.3267407, -78.9219698",40.3267407,-78.9219698,1,,,,,40.327,-78.922,40.327,-78.922,Match,,
5ab1c59997721c981150791813f82193,"Johnson & Johnson HQ, New Brunswick, NJ, USA","40.4979518,-74.4430559",40.4979518,-74.4430559,1,,,,,40.498,-74.443,40.498,-74.443,Match,,
5ab32320663b2d750cec50d2be187961,"9 Temasek Boulevard 11-02 Suntec Tower 2, Singapore 018936","1.2957859, 103.858984",1.2957859,103.858984,1,,,,,1.296,103.859,1.296,103.859,Match,,
5ab33eea346c08c56b6645c64f119019,"Panda Restaurant Group HQ, Rosemead, CA, USA","34.0487591, -118.0842851",34.0487591,-118.0842851,1,,,,,34.049,-118.084,34.049,-118.084,Match,,
5ab501da76d3537b8f37faa36dd46061,"Lincoln, NE, USA","40.813616, -96.7025955",40.813616,-96.7025955,1,,,,,40.814,-96.703,40.814,-96.703,Match,,
5ab65408a142d78ee18da81b5f525f1d,"Atlanta, GA, USA","33.7489954, -84.3879824",33.7489954,-84.3879824,1,,,,,33.749,-84.388,33.749,-84.388,Match,,
5abf59575cbc39e559bab90e8b5798c1,"Bellevue, WA, USA","47.6101497, -122.2015159",47.6101497,-122.2015159,1,,,,,47.61,-122.202,47.61,-122.202,Match,,
5aca0b9c9bcb8fa006b39b7b40a03b8e,"San Carlos, CA, USA","37.5071591, -122.2605222",37.5071591,-122.2605222,1,,,,,37.507,-122.261,37.507,-122.261,Match,,
5ae06dc4e6c897b6108b44060275bfdd,"New York, NY, USA","40.7127753, -74.0059728",40.7127753,-74.0059728,1,,,,,40.713,-74.006,40.713,-74.006,Match,,
5aed522bb1fc69a0a3038d83e634b507,"San Diego, CA, USA","32.715738, -117.1610838",32.715738,-117.1610838,1,,,,,32.716,-117.161,32.716,-117.161,Match,,
5afb25a51eb132706921aab7644cd586,"El Segundo, CA, USA","33.9191799, -118.4164652",33.9191799,-118.4164652,1,,,,,33.919,-118.416,33.919,-118.416,Match,,
5b1047684cdc8b90925b916abb7345b2,"Fuzhou, Fujian Province, China","26.074478, 119.296482",26.074478,119.296482,1,,,,,26.074,119.296,26.074,119.296,Match,,
5b1a552d7635175e69eafc264acd16ea,"Atlanta, GA, USA","33.7489954, -84.3879824",33.7489954,-84.3879824,1,,,,,33.749,-84.388,33.749,-84.388,Match,,
5b3615994bf989a095b859eb40ec895a,"Brooklyn, NY, USA","40.6781784, -73.9441579",40.6781784,-73.9441579,1,,,,,40.678,-73.944,40.678,-73.944,Match,,
5b5acbd4a74f08bec325c11f09874d28,"Columbus, OH, USA","39.9611755, -82.9987942",39.9611755,-82.9987942,1,,,,,39.961,-82.999,39.961,-82.999,Match,,
5b63371c15516904c87f8783ad6e607b,"Montreal, Quebec, Canada","45.5016889, -73.567256",45.5016889,-73.567256,1,,,,,45.502,-73.567,45.502,-73.567,Match,,
5b7d09a7c485fbd6d0de9009e632f2f4,"Portland, ME, USA","43.6590993, -70.2568189",43.6590993,-70.2568189,1,,,,,43.659,-70.257,43.659,-70.257,Match,,
5b82a2f558571eac087f19e74f1cc791,"Waste Management HQ, Houston, TX, USA","29.7557923, -95.3639415",29.7557923,-95.3639415,1,,,,,29.756,-95.364,29.756,-95.364,Match,,
5b9ad876ccee7caae7e4e1234e41a4e7,"J.M. Smucker Inc. HQ, Orrville, OH, USA","40.8475149, -81.762547",40.8475149,-81.762547,1,,,,,40.848,-81.763,40.848,-81.763,Match,,
5ba861ef092cc10330445d94e57da38d,"Fair Lawn, NJ, USA","40.9403762, -74.1318096",40.9403762,-74.1318096,1,,,,,40.94,-74.132,40.94,-74.132,Match,,
5bb0554b24d24af9d13a656eb997e971,"Luxembourg City, Luxembourg","49.611621, 6.1319346",49.611621,6.1319346,1,,,,,49.612,6.132,49.612,6.132,Match,,
5bc14c24b9bd2b50afad4f9ee090a165,"Beaverton, OR, USA","45.4888761, -122.8013771",45.4888761,-122.8013771,1,,,,,45.489,-122.801,45.489,-122.801,Match,,
5bcef34210f316c31f1b01c4178fbed8,"Uniondale, NY, USA","40.7003793, -73.5929056",40.7003793,-73.5929056,1,,,,,40.7,-73.593,40.7,-73.593,Match,,
5bd919ada3b1587ca156fc1fc9b8b97a,"Planned Parenthood Federation of America HQ, New York, NY, USA","40.7094756,-74.0094842",40.7094756,-74.0094842,1,,,,,40.709,-74.009,40.709,-74.009,Match,,
5be04735ca06b6774734433fc86c3645,"Maynard, MA, USA","42.4334903, -71.4495058",42.4334903,-71.4495058,1,,,,,42.433,-71.45,42.433,-71.45,Match,,
5be2cffee73bfe53cbcaa8dfe7b18e84,"Rock Security HQ, Detroit, MI, USA","42.3326386, -83.0468377",42.3326386,-83.0468377,1,,,,,42.333,-83.047,42.333,-83.047,Match,,
5bea6e034190b9154176bac48302897d,"Sao Paulo, Brazil","-23.5505199, -46.6333094",-23.5505199,-46.6333094,1,,,,,-23.551,-46.633,-23.551,-46.633,Match,,
5bebbed2e60ecd9bc73bb14e8add7c9a,"New York, NY, USA","40.7127753, -74.0059728",40.7127753,-74.0059728,1,,,,,40.713,-74.006,40.713,-74.006,Match,,
5c07379419ba1d3e18789287dc69f2c3,"Irvine, CA, USA","33.6845673, -117.8265049",33.6845673,-117.8265049,1,,,,,33.685,-117.827,33.685,-117.827,Match,,
5c096947a8dfe8415bda772b6c164211,"Greenfield, WI, USA","42.9614039, -88.0125865",42.9614039,-88.0125865,1,,,,,42.961,-88.013,42.961,-88.013,Match,,
5c1e5e8b1e7be53a873079259a24ad35,"Honolulu, HI, USA","21.3069444, -157.8583333",21.3069444,-157.8583333,1,,,,,21.307,-157.858,21.307,-157.858,Match,,
5c22fbfbfe714cbde37d89f1eea47165,"Ballintemple, Cork, Ireland","51.8977778, -8.4636111",51.8977778,-8.4636111,1,,,,,51.898,-8.464,51.898,-8.464,Match,,
5c436cbf7b96f54ef27685bc4bb20b08,"Warrenville, IL, USA","41.817807, -88.1734021",41.817807,-88.1734021,1,,,,,41.818,-88.173,41.818,-88.173,Match,,
5c57924da26f04ea2552fe3f86ffd9aa,"Toronto, Ontario, Canada","43.653226, -79.3831843",43.653226,-79.3831843,1,,,,,43.653,-79.383,43.653,-79.383,Match,,
5c6de0e774dd6b631f03bed9ad46811f,"Sao Paulo, Sao Paulo, Brazil","-23.5505199, -46.6333094",-23.5505199,-46.6333094,1,,,,,-23.551,-46.633,-23.551,-46.633,Match,,
5c6f553ef2b808ee408f4dbf8f91a828,"Beijing, China","39.9041999, 116.4073963",39.9041999,116.4073963,1,,,,,39.904,116.407,39.904,116.407,Match,,
5c70455a9ab156c649ef7a3a1033da20,"Muncie, IN, USA","40.1933767, -85.3863599",40.1933767,-85.3863599,1,,,,,40.193,-85.386,40.193,-85.386,Match,,
5c721a90fbef8a7b2fb0cf31781e7e13,"Raytheon HQ, Waltham, MA, USA","42.4057975, -71.282688",42.4057975,-71.282688,1,,,,,42.406,-71.283,42.406,-71.283,Match,,
5c7eee165d30922c7201b90af05412b0,"Tampa, FL, USA","27.950575, -82.4571776",27.950575,-82.4571776,1,,,,,27.951,-82.457,27.951,-82.457,Match,,
5c9f6982b144c941a82ebff559a6bcec,"Redwood City, CA, USA","37.4847955, -122.228141",37.4847955,-122.228141,1,,,,,37.485,-122.228,37.485,-122.228,Match,,
5ca12033fa0a86dbb770f79d9400ece3,"Santa Cruz, CA, USA","36.9741171, -122.0307963",36.9741171,-122.0307963,1,,,,,36.974,-122.031,36.974,-122.031,Match,,
5cad442e6d409d2e934540e571b3741d,"Exeter, NH, USA","42.9814292, -70.9477546",42.9814292,-70.9477546,1,,,,,42.981,-70.948,42.981,-70.948,Match,,
5cc4498f2a6e8c37275416a55ebcb82b,"Addison, TX, USA","32.96179, -96.8291685",32.96179,-96.8291685,1,,,,,32.962,-96.829,32.962,-96.829,Match,,
5cc75575f9d3a8f234e25309978179b6,"Las Vegas, NV, USA","36.1699412, -115.1398296",36.1699412,-115.1398296,1,,,,,36.17,-115.14,36.17,-115.14,Match,,
5cc8c7dc05c39862443f1f2557585127,"Whippany, NJ, USA","40.8254055, -74.4022355",40.8254055,-74.4022355,1,,,,,40.825,-74.402,40.825,-74.402,Match,,
5cdbd4f3f97c9d9845f4d71ef27e0541,"Van Nuys, CA, USA","34.1898566, -118.451357",34.1898566,-118.451357,1,,,,,34.19,-118.451,34.19,-118.451,Match,,
5cdf6b86f9dc19c9658243bc0d004281,"Richmond, VA, USA","37.5407246, -77.4360481",37.5407246,-77.4360481,1,,,,,37.541,-77.436,37.541,-77.436,Match,,
5ceee2386d94c8b251946fd8da5086f8,"Escondido, CA, USA","33.1192068, -117.086421",33.1192068,-117.086421,1,,,,,33.119,-117.086,33.119,-117.086,Match,,
5d16d0d25a896c3806f6d15e480e19a4,"Hunt Valley, MD, USA","39.4900013, -76.6585074",39.4900013,-76.6585074,1,,,,,39.49,-76.659,39.49,-76.659,Match,,
5d3090b481216cf0f39f56f306d1f3f2,"Pittsburgh, PA, USA","40.4406248, -79.9958864",40.4406248,-79.9958864,1,,,,,40.441,-79.996,40.441,-79.996,Match,,
5d3f3294ccbb6c86b7c28a3f9b0587a2,"Carlsbad, CA, USA","33.1580933, -117.3505939",33.1580933,-117.3505939,1,,,,,33.158,-117.351,33.158,-117.351,Match,,
5d40d18043c1dcc4a909cd97a46a3555,"The Woodlands, TX, USA","30.1658207, -95.4612625",30.1658207,-95.4612625,1,,,,,30.166,-95.461,30.166,-95.461,Match,,
5d578dea2354ac168c87d4c30dfb595d,"Holon, Israel","32.015833, 34.787384",32.015833,34.787384,1,,,,,32.016,34.787,32.016,34.787,Match,,
5db7ee28c0896ebb622066edc64bfc0c,"Vancouver, British Columbia, Canada","49.2827291, -123.1207375",49.2827291,-123.1207375,1,,,,,49.283,-123.121,49.283,-123.121,Match,,
5dc43d5e907e22d8085fdef9045f2f99,"Burlington, MA, USA","42.5047161, -71.1956205",42.5047161,-71.1956205,1,,,,,42.505,-71.196,42.505,-71.196,Match,,
5dd4fc893b7ca598090e174b83482e8f,"Santa Clara, CA, USA","37.3541079, -121.9552356",37.3541079,-121.9552356,1,,,,,37.354,-121.955,37.354,-121.955,Match,,
5df6a9735b345412fb08150efc2bc07d,"Irvine, CA, USA","33.6845673, -117.8265049",33.6845673,-117.8265049,1,,,,,33.685,-117.827,33.685,-117.827,Match,,
5e02e68ecc6b489c3f4a403b95e9accb,"Shanghai, China","31.230416, 121.473701",31.230416,121.473701,1,,,,,31.23,121.474,31.23,121.474,Match,,
5e0995fcc2c7353fe589ed14dbcf1e60,"Cambridge, MA, USA","42.3736158, -71.1097335",42.3736158,-71.1097335,1,,,,,42.374,-71.11,42.374,-71.11,Match,,
5e167c1bafafe1815a19d8de7890af0f,"Simon Property Group HQ, Indianapolis, IN, USA","39.7668367, -86.16231739999999",39.7668367,-86.1623174,1,,,,,39.767,-86.162,39.767,-86.162,Match,,
5e3ef63f7982161607d30866a718d14c,"Mountain View, CA, USA","37.3860517, -122.0838511",37.3860517,-122.0838511,1,,,,,37.386,-122.084,37.386,-122.084,Match,,
5e743f04177e2671fe9b47d30c89291f,"Woodland Hills, CA, USA","34.165357, -118.6089752",34.165357,-118.6089752,1,,,,,34.165,-118.609,34.165,-118.609,Match,,
5e7d3069e9e396c7c7ef53455ccea220,"Dunmore, PA, USA","41.4198027, -75.6324112",41.4198027,-75.6324112,1,,,,,41.42,-75.632,41.42,-75.632,Match,,
5e7dacd0ab9b9346213d1602c463af20,"L.L. Bean HQ, Freeport, ME, USA","43.8577105, -70.10297059999999",43.8577105,-70.1029706,1,,,,,43.858,-70.103,43.858,-70.103,Match,,
5e8477a51bf1c021f3fc086fe62eb4d2,"Los Angeles, CA, USA","34.0522342, -118.2436849",34.0522342,-118.2436849,1,,,,,34.052,-118.244,34.052,-118.244,Match,,
5e9db45d95b46618d62d2b31e0c1ba11,"Suwanee, GA, USA","34.0514898, -84.0712997",34.0514898,-84.0712997,1,,,,,34.051,-84.071,34.051,-84.071,Match,,
5e9f9a915abd4a97ff8b32c7a3762fd2,"Admiralty, Hong Kong","22.2796357, 114.1654865",22.2796357,114.1654865,1,,,,,22.28,114.165,22.28,114.165,Match,,
5ea607bdaecf920641844e60435935c9,"Houston, TX, USA","29.7604267, -95.3698028",29.7604267,-95.3698028,1,,,,,29.76,-95.37,29.76,-95.37,Match,,
5eb80fc9425f4a893a3185ee73d16f08,"Menlo Park, CA, USA","37.4529598, -122.1817252",37.4529598,-122.1817252,1,,,,,37.453,-122.182,37.453,-122.182,Match,,
5ebf6b91e8eb92c4b7471d1f57a79431,"Canfield, OH, USA","41.0250584, -80.7609121",41.0250584,-80.7609121,1,,,,,41.025,-80.761,41.025,-80.761,Match,,
5ecf336ea35b63343d30e2a54180d855,"Andover, MA, USA","42.6583356, -71.1367953",42.6583356,-71.1367953,1,,,,,42.658,-71.137,42.658,-71.137,Match,,
5ee0e2e5d33e1aa452ec755de93ceaa6,"Austin, TX, USA","30.267153, -97.7430608",30.267153,-97.7430608,1,,,,,30.267,-97.743,30.267,-97.743,Match,,
5ef829b144a08f855c8570d2b6cbc57d,"USAA HQ, San Antonio, TX, USA","29.5346649, -98.57519219999999",29.5346649,-98.5751922,1,,,,,29.535,-98.575,29.535,-98.575,Match,,
5ef88f0c7e561504dd513e19bab42979,"Montvale, NJ, USA","41.0467635, -74.0229173",41.0467635,-74.0229173,1,,,,,41.047,-74.023,41.047,-74.023,Match,,
5effbc83c3f788717028977a0a99e535,"Branchville, NJ, USA","41.1464852, -74.7523874",41.1464852,-74.7523874,1,,,,,41.146,-74.752,41.146,-74.752,Match,,
5f0064ce36a0b04c44d093381c11ce59,"Lynbrook, NY, USA","40.6548253, -73.6717969",40.6548253,-73.6717969,1,,,,,40.655,-73.672,40.655,-73.672,Match,,
5f0b0073d56a50e5d1ff9f8a3c30cea0,"Leawood, KS, USA","38.966673, -94.6169012",38.966673,-94.6169012,1,,,,,38.967,-94.617,38.967,-94.617,Match,,
5f1a65971ad63c9cf9be9b25b89b5e28,"Activision Blizzard HQ, Irvine, CA, USA","33.6580674, -117.7671531",33.6580674,-117.7671531,1,,,,,33.658,-117.767,33.658,-117.767,Match,,
5f24928853d3a65c6ad1649e1a057118,"Indianapolis, IN, USA","39.768403, -86.158068",39.768403,-86.158068,1,,,,,39.768,-86.158,39.768,-86.158,Match,,
5f30113e99ce24ec0b4489e777308b56,"Williamsport, PA, USA","41.2411897, -77.0010786",41.2411897,-77.0010786,1,,,,,41.241,-77.001,41.241,-77.001,Match,,
5f347b89d726a874887e49af60f19eee,"Irvine, CA, USA","33.6845673, -117.8265049",33.6845673,-117.8265049,1,,,,,33.685,-117.827,33.685,-117.827,Match,,
5f3cf4eb6026abcc8b5918801ec6d18b,"Manistique, MI,USA","45.9577506, -86.2462523",45.9577506,-86.2462523,1,,,,,45.958,-86.246,45.958,-86.246,Match,,
5f4357d601a7e9155cb2ef7990698f2f,"South San Francisco, CA, USA","37.654656, -122.4077498",37.654656,-122.4077498,1,,,,,37.655,-122.408,37.655,-122.408,Match,,
5f43f664d6054e5b07dac51bcaf40706,"WeWork HQ, New York, NY, USA","40.74027299999999, -73.9956879",40.740273,-73.9956879,1,,,,,40.74,-73.996,40.74,-73.996,Match,,
5f5a342b3ca631386198dd2575f72807,"Louisville, KY, USA","38.2526647, -85.7584557",38.2526647,-85.7584557,1,,,,,38.253,-85.758,38.253,-85.758,Match,,
5f5bbd520dafc72b5a626af7fe8d5275,"Boston, MA, USA","42.3600825, -71.0588801",42.3600825,-71.0588801,1,,,,,42.36,-71.059,42.36,-71.059,Match,,
5f5c731077cb3204085716757b3a2b2f,"Beijing, China","39.9041999, 116.4073963",39.9041999,116.4073963,1,,,,,39.904,116.407,39.904,116.407,Match,,
5f6b773d329d7644fe585a6a03586230,"Broken Arrow, OK, USA","36.060949, -95.7974526",36.060949,-95.7974526,1,,,,,36.061,-95.797,36.061,-95.797,Match,,
5f7f255789e4cbe987af4d4a197f4816,"Austin, TX, USA","30.267153, -97.7430608",30.267153,-97.7430608,1,,,,,30.267,-97.743,30.267,-97.743,Match,,
5f84a84af90f8529f5965e858c804c96,"London, Greater London, UK","51.5073509, -0.1277583",51.5073509,-0.1277583,1,,,,,51.507,-0.128,51.507,-0.128,Match,,
5f85cb97afc6eab52d48773da5977f41,"Tarrytown, NY, USA","41.0762077, -73.8587461",41.0762077,-73.8587461,1,,,,,41.076,-73.859,41.076,-73.859,Match,,
5f93a33c704b55fb5824e3f7dce802d0,"Menlo Park, CA, USA","37.4529598, -122.1817252",37.4529598,-122.1817252,1,,,,,37.453,-122.182,37.453,-122.182,Match,,
5f9fa95187dffda451c148384fc73f83,"Dallas, TX, USA","32.7766642, -96.7969879",32.7766642,-96.7969879,1,,,,,32.777,-96.797,32.777,-96.797,Match,,
5fa8f20bf5d039fe1fcc14c617932234,"Boston, MA, USA","42.3600825, -71.0588801",42.3600825,-71.0588801,1,,,,,42.36,-71.059,42.36,-71.059,Match,,
5fb1d83cd6f2283c6c0afe0889ac74f2,"San Antonio, TX, USA","29.4241219, -98.4936282",29.4241219,-98.4936282,1,,,,,29.424,-98.494,29.424,-98.494,Match,,
5fb4d853a7a36126527694f6b7f4c12a,"Boston, MA, USA","42.3600825, -71.0588801",42.3600825,-71.0588801,1,,,,,42.36,-71.059,42.36,-71.059,Match,,
5fd2dfbe1ef15f28598a6ccaa728d550,"San Mateo, CA, USA","37.5629917, -122.3255254",37.5629917,-122.3255254,1,,,,,37.563,-122.326,37.563,-122.326,Match,,
6003cf66bf660e52eb0517ab53a117bd,"Eagle, ID, USA","43.6954424, -116.3540138",43.6954424,-116.3540138,1,,,,,43.695,-116.354,43.695,-116.354,Match,,
600d26ed883ac5d4af21a47c307bca4a,"Latham, NY, USA","42.7477661, -73.760537",42.7477661,-73.760537,1,,,,,42.748,-73.761,42.748,-73.761,Match,,
6021251b4d810299adf5b2ddc440e9fd,"Palo Alto, CA, USA","37.4418834, -122.1430195",37.4418834,-122.1430195,1,,,,,37.442,-122.143,37.442,-122.143,Match,,
603a6135d317900266a9797fc9eab864,"Stamford, CT, USA","41.0534302, -73.5387341",41.0534302,-73.5387341,1,,,,,41.053,-73.539,41.053,-73.539,Match,,
604595bf7dc0959cb009331c03f3d309,"Washington, District Of Columbia, USA","38.9071923, -77.0368707",38.9071923,-77.0368707,1,,,,,38.907,-77.037,38.907,-77.037,Match,,
604c821bce341ca2fa4dd02f7be3e238,"Bloomfield, CT, USA","41.826488, -72.7300945",41.826488,-72.7300945,1,,,,,41.826,-72.73,41.826,-72.73,Match,,
605fd1214a3a45c24c86e67e7ca6e879,"Suwanee, GA, USA","34.0514898, -84.0712997",34.0514898,-84.0712997,1,,,,,34.051,-84.071,34.051,-84.071,Match,,
60b3e4a8f2a5338cea21467fd3f66094,"Royal Philips HQ, Amsterdam, Netherlands","52.3444352, 4.9167473",52.3444352,4.9167473,1,,,,,52.344,4.917,52.344,4.917,Match,,
60bb7dcecf1455974650fa13722c55a7,"Troy, MI,USA","42.6064095, -83.1497751",42.6064095,-83.1497751,1,,,,,42.606,-83.15,42.606,-83.15,Match,,
60bd046e42b98b516e31fe7acea0219f,"Columbus, OH, USA","39.9611755, -82.9987942",39.9611755,-82.9987942,1,,,,,39.961,-82.999,39.961,-82.999,Match,,
60c3903e44855900c492fbe918eaff53,"Richmond, CA, USA","37.9357576, -122.3477486",37.9357576,-122.3477486,1,,,,,37.936,-122.348,37.936,-122.348,Match,,
60caedbda1b76b044f52f4515b15a4df,"Ness Ziona, Israel","31.932111, 34.801327",31.932111,34.801327,1,,,,,31.932,34.801,31.932,34.801,Match,,
60cde6b81f0dde51364815a707a92719,"Melbourne, Victoria, Australia","-37.8136276, 144.9630576",-37.8136276,144.9630576,1,,,,,-37.814,144.963,-37.814,144.963,Match,,
60d5590f41481e99de2595460c19c3f6,"Reno, NV, USA","39.5296329, -119.8138027",39.5296329,-119.8138027,1,,,,,39.53,-119.814,39.53,-119.814,Match,,
60e3b8473152e7ec6a98b61215f738b5,"Burlington, MA, USA","42.5047161, -71.1956205",42.5047161,-71.1956205,1,,,,,42.505,-71.196,42.505,-71.196,Match,,
60eda4ee599c0041d140c63a9a919a71,"Alhambra, CA, USA","34.095287, -118.1270146",34.095287,-118.1270146,1,,,,,34.095,-118.127,34.095,-118.127,Match,,
60f1874bf19f221a58b04985baac5bb9,"San Mateo, CA, USA","37.5629917, -122.3255254",37.5629917,-122.3255254,1,,,,,37.563,-122.326,37.563,-122.326,Match,,
60f1e5865c7718267978740315c211bc,"Honolulu, HI, USA","21.3069444, -157.8583333",21.3069444,-157.8583333,1,,,,,21.307,-157.858,21.307,-157.858,Match,,
60f430642a037dcb423f45c9fe078fdc,"Braintree, MA, USA","42.2079017, -71.0040013",42.2079017,-71.0040013,1,,,,,42.208,-71.004,42.208,-71.004,Match,,
610758911c857d7adcae0a7d68dc7037,"Leamington, Ontario, Canada","42.0531634, -82.5998874",42.0531634,-82.5998874,1,,,,,42.053,-82.6,42.053,-82.6,Match,,
6126506d0c8e7cb895ed4acce9127b14,"Midland, MI,USA","43.6155825, -84.2472116",43.6155825,-84.2472116,1,,,,,43.616,-84.247,43.616,-84.247,Match,,
612a7aa558b20a5a6c7c8d0a0a409eea,"Shenzhen, Guangdong Province, China","22.543096, 114.057865",22.543096,114.057865,1,,,,,22.543,114.058,22.543,114.058,Match,,
6130f2e02f74ce48a72b9cd8eaa023f2,"DuPont HQ, Wilmington, DE, USA","39.7554433, -75.60513929999999",39.7554433,-75.6051393,1,,,,,39.755,-75.605,39.755,-75.605,Match,,
61441790404e179bab1e95de7d5fe7e3,"Houston, TX, USA","29.7604267, -95.3698028",29.7604267,-95.3698028,1,,,,,29.76,-95.37,29.76,-95.37,Match,,
6155ec35e78da3dc1940cbd47865e1d8,"Houston, TX, USA","29.7604267, -95.3698028",29.7604267,-95.3698028,1,,,,,29.76,-95.37,29.76,-95.37,Match,,
615a6f84de98e55ace0d7b48e892f398,"Mountain View, CA, USA","37.3860517, -122.0838511",37.3860517,-122.0838511,1,,,,,37.386,-122.084,37.386,-122.084,Match,,
615bbe045fde4a72983cc38414032bed,"Newark, DE, USA","39.6837226, -75.7496572",39.6837226,-75.7496572,1,,,,,39.684,-75.75,39.684,-75.75,Match,,
6161c75c1a204d5713bb44648c6b0ff5,"San Diego, CA, USA","32.715738, -117.1610838",32.715738,-117.1610838,1,,,,,32.716,-117.161,32.716,-117.161,Match,,
6190da5a080ef570180bc727d731c264,"San Francisco, CA, USA","37.7749295, -122.4194155",37.7749295,-122.4194155,1,,,,,37.775,-122.419,37.775,-122.419,Match,,
619654f73b03e8bdc21b80e74cea5b8c,"Golden Valley, MN, USA","44.9917149, -93.3600034",44.9917149,-93.3600034,1,,,,,44.992,-93.36,44.992,-93.36,Match,,
61a317fb654846d87a0c775262ce99d7,"Baltimore, MD, USA","39.2903848, -76.6121893",39.2903848,-76.6121893,1,,,,,39.29,-76.612,39.29,-76.612,Match,,
61a341a90a1f8e0bd1383a5d95dd458e,"Sony Pictures Studios HQ, Culver City, CA, USA","34.017707, -118.4014314",34.017707,-118.4014314,1,,,,,34.018,-118.401,34.018,-118.401,Match,,
61b05c55f5c2708664bda58a68eed318,"TripAdvisor HQ, Needham, MA, USA","42.2978722, -71.2194469",42.2978722,-71.2194469,1,,,,,42.298,-71.219,42.298,-71.219,Match,,
61baae6d561a3c5d36399aea6a733eb0,"Lexington, MA, USA","42.4473497, -71.2271531",42.4473497,-71.2271531,1,,,,,42.447,-71.227,42.447,-71.227,Match,,
61d33a5bcc88f326f70f659911bb3c72,"Golden, CO, USA","39.755543, -105.2210997",39.755543,-105.2210997,1,,,,,39.756,-105.221,39.756,-105.221,Match,,
62085e48c6442cd9059384aca4307bca,"Westerville, OH, USA","40.1266689, -82.9318807",40.1266689,-82.9318807,1,,,,,40.127,-82.932,40.127,-82.932,Match,,
620de01e679a9eb0b03655419bef7b8c,"San Diego, CA, USA","32.715738, -117.1610838",32.715738,-117.1610838,1,,,,,32.716,-117.161,32.716,-117.161,Match,,
62162781e174821def07078696b3b61d,"New York, NY, USA","40.7127753, -74.0059728",40.7127753,-74.0059728,1,,,,,40.713,-74.006,40.713,-74.006,Match,,
6218671fc3a3e15d4040bad9eafa62e6,"Oakland, CA, USA","37.8043514, -122.2711639",37.8043514,-122.2711639,1,,,,,37.804,-122.271,37.804,-122.271,Match,,
621f46c43f77d9a5e04b95ed9d92963c,"Sugar Land, TX, USA","29.5984434, -95.6225521",29.5984434,-95.6225521,1,,,,,29.598,-95.623,29.598,-95.623,Match,,
622f1c85ead473b9a9e6a408fbc91969,"Belgrade, MT, USA","45.7762463, -111.1770945",45.7762463,-111.1770945,1,,,,,45.776,-111.177,45.776,-111.177,Match,,
623ee66de7149e807316d7853f9a357d,"Petach Tikva, Israel","32.084041, 34.887762",32.084041,34.887762,1,,,,,32.084,34.888,32.084,34.888,Match,,
6248c2455d902f184efa71d82dad1275,"Atlanta, GA, USA","33.7489954, -84.3879824",33.7489954,-84.3879824,1,,,,,33.749,-84.388,33.749,-84.388,Match,,
624f3cec1b7d12b346117c19c67b61cb,"Charlotte, NC, USA","35.2270869, -80.8431267",35.2270869,-80.8431267,1,,,,,35.227,-80.843,35.227,-80.843,Match,,
627714c847efbeb1b362699028909c1c,"Midvale, UT, USA","40.6110589, -111.8999353",40.6110589,-111.8999353,1,,,,,40.611,-111.9,40.611,-111.9,Match,,
6279ca094223feaaba3435db34b4c87b,"Bethesda, MD, USA","38.984652, -77.0947092",38.984652,-77.0947092,1,,,,,38.985,-77.095,38.985,-77.095,Match,,
628410c277723c6470fca4f73bba5154,"Huntington, WV, USA","38.4192496, -82.445154",38.4192496,-82.445154,1,,,,,38.419,-82.445,38.419,-82.445,Match,,
62969ad3287e3fcc256ba2e8176ba00d,"Qualcomm HQ, San Jose, CA, USA","37.3654517, -121.9150431",37.3654517,-121.9150431,1,,,,,37.365,-121.915,37.365,-121.915,Match,,
629d3f9ebb3f0e6f54f0e582de9b0da1,"Oklahoma City, OK, USA","35.4675602, -97.5164276",35.4675602,-97.5164276,1,,,,,35.468,-97.516,35.468,-97.516,Match,,
62a5d85ab5f7a85f5334a33ae3893604,"Cambridge, MA, USA","42.3736158, -71.1097335",42.3736158,-71.1097335,1,,,,,42.374,-71.11,42.374,-71.11,Match,,
62c0edc1230fbcaea37c4db35d1ded67,"Lowe's Companies, Inc. HQ, Mooresville, NC, USA","35.5928172, -80.8663181",35.5928172,-80.8663181,1,,,,,35.593,-80.866,35.593,-80.866,Match,,
62cfb444d65cdc6678d8c0f0e3186316,"Boston, MA, USA","42.3600825, -71.0588801",42.3600825,-71.0588801,1,,,,,42.36,-71.059,42.36,-71.059,Match,,
62df40a3c03c006bdecfa888b72b2d76,"Clearfield, PA, USA","41.0272796, -78.4391876",41.0272796,-78.4391876,1,,,,,41.027,-78.439,41.027,-78.439,Match,,
62e7b51a0a25264190e311ac45e32a8a,"Philadelphia, PA 19104","39.9569826, -75.1974906",39.9569826,-75.1974906,1,,,,,39.957,-75.197,39.957,-75.197,Match,,
62eb6e9b8a4f3547f4144937e26805c0,"Minneapolis, MN, USA","44.977753, -93.2650108",44.977753,-93.2650108,1,,,,,44.978,-93.265,44.978,-93.265,Match,,
