german_text,caption_text,lat,lon,ranking,default location,,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
b207,"B207 in Hamburg, Germany",53.4862125,10.2156885,1,,,,Refinery,"B207 in Hamburg, Germany",,german_fires_hamburg_locations,8bf0c9516f33b0e50717813fffa5b26a,german_fires_hamburg_locations__8bf0c9516f33b0e50717813fffa5b26a
b431,"B431 in Hamburg, Germany",53.5629067,9.9453619,1,,,,Organization,"B431 in Hamburg, Germany",,german_fires_hamburg_locations,94177562f957b3c3016666be691d10c2,german_fires_hamburg_locations__94177562f957b3c3016666be691d10c2
b432,"B432 in Hamburg, Germany",53.6448309,9.929305,1,,,,Diplomat,"B432 in Hamburg, Germany",,german_fires_hamburg_locations,08b7ee15ead7b204168e5210f50d3f62,german_fires_hamburg_locations__08b7ee15ead7b204168e5210f50d3f62
b433,B433 in Hamburg Germany,53.5893841,9.9817803,1,,,,Legislator,B433 in Hamburg Germany,,german_fires_hamburg_locations,6eec16e403def3fbfe880aafe538920d,german_fires_hamburg_locations__6eec16e403def3fbfe880aafe538920d
b447,"B447 in Hamburg, Germany",53.5840437,9.9697777,1,,,,FTO,"B447 in Hamburg, Germany",,german_fires_hamburg_locations,af4741eb8ee261a52ea502eaa42ce83d,german_fires_hamburg_locations__af4741eb8ee261a52ea502eaa42ce83d
#mitte,"in Hamburg Mitte, Germany",53.5126736,10.0159421,2,,,,DiplomaticFacilities,"in Hamburg Mitte, Germany",,german_fires_hamburg_locations,60a6173a95776207da9ee1b20c948b8e,german_fires_hamburg_locations__60a6173a95776207da9ee1b20c948b8e
#altona,"Altona in Hamburg, Germany",53.57916,9.8745558,2,,,,Organization,"Altona in Hamburg, Germany",,german_fires_hamburg_locations,da79ca1649df57d6ccba77fc8b4e080e,german_fires_hamburg_locations__da79ca1649df57d6ccba77fc8b4e080e
#eimsbuttel,"Eimsbuttel in Hamburg, Germany",53.5747675,9.9594532,2,,,,ForeignMinistry,"Eimsbuttel in Hamburg, Germany",,german_fires_hamburg_locations,5549432817416bb577868da70ddeab46,german_fires_hamburg_locations__5549432817416bb577868da70ddeab46
#nord,"Hamburg-Nord in Hamburg, Germany",53.6117883,10.0072738,2,,,,Pipeline,"Hamburg-Nord in Hamburg, Germany",,german_fires_hamburg_locations,66cfefc71b4bc4af38446507ac3e6b18,german_fires_hamburg_locations__66cfefc71b4bc4af38446507ac3e6b18
#wandsbek,"Wandsbek in Hamburg, Germany",53.6536454,10.1070233,2,,,,Exec,"Wandsbek in Hamburg, Germany",,german_fires_hamburg_locations,4354dfb1e5aa07fa7403d4a22e273f3d,german_fires_hamburg_locations__4354dfb1e5aa07fa7403d4a22e273f3d
#bergedorf,"Bergedorf in Hamburg, Germany",53.485984,10.2162551,2,,,,DiplomaticFacilities,"Bergedorf in Hamburg, Germany",,german_fires_hamburg_locations,772e57a32fc816db241463cc9db223e8,german_fires_hamburg_locations__772e57a32fc816db241463cc9db223e8
#harburg,"Harburg in Hamburg, Germany",53.4607681,9.9835844,2,,,,DiplomaticFacilities,"Harburg in Hamburg, Germany",,german_fires_hamburg_locations,3da3e688ac740655007e1d68a7838d89,german_fires_hamburg_locations__3da3e688ac740655007e1d68a7838d89
#altstadt,"Hamburg-Altstadt in Hamburg, Germany",53.5484098,9.9970905,2,,,,Person,"Hamburg-Altstadt in Hamburg, Germany",,german_fires_hamburg_locations,b1a5dd4f8f8f021fe41d58b59531f364,german_fires_hamburg_locations__b1a5dd4f8f8f021fe41d58b59531f364
#billbrook,"Billbrook in Hamburg, Germany",53.5229862,10.0876464,2,,,,ForeignMinister,"Billbrook in Hamburg, Germany",,german_fires_hamburg_locations,8c315d884ec344d1b76a7f9776200ae1,german_fires_hamburg_locations__8c315d884ec344d1b76a7f9776200ae1
#billstedt,"Billstedt in Hamburg, Germany",53.5388029,10.1272883,2,,,,FTO,"Billstedt in Hamburg, Germany",,german_fires_hamburg_locations,a1f3fa19af3860e52ad7df346f22f09a,german_fires_hamburg_locations__a1f3fa19af3860e52ad7df346f22f09a
#borgfelde,"Borgfelde in Hamburg, Germany",53.5535804,10.0329558,2,,,,ForeignMinistry,"Borgfelde in Hamburg, Germany",,german_fires_hamburg_locations,328e736087013f3f1cd483073cf578d5,german_fires_hamburg_locations__328e736087013f3f1cd483073cf578d5
#finkenwerder,"Finkenwerder in Hamburg, Germany",53.5356068,9.8496346,2,,,,DiplomaticFacilities,"Finkenwerder in Hamburg, Germany",,german_fires_hamburg_locations,867b1752fe78984332cf5d7b730e8d72,german_fires_hamburg_locations__867b1752fe78984332cf5d7b730e8d72
#hafencity,"HafenCity in Hamburg, Germany",53.5395358,10.0051291,2,,,,space,"HafenCity in Hamburg, Germany",,german_fires_hamburg_locations,7683f7a87df17e614180a1bd23320100,german_fires_hamburg_locations__7683f7a87df17e614180a1bd23320100
#hamm,"Hamm in Hamburg, Germany",53.5549076,10.0574521,2,,,,ForeignMinistry,"Hamm in Hamburg, Germany",,german_fires_hamburg_locations,edc462abcb90cda69b0641a44c7d0434,german_fires_hamburg_locations__edc462abcb90cda69b0641a44c7d0434
#hammerbrook,"Hammerbrook in Hamburg, Germany",53.5465315,10.0239361,2,,,,ForeignMinister,"Hammerbrook in Hamburg, Germany",,german_fires_hamburg_locations,016f1722a174dedbe9e075d30e17040d,german_fires_hamburg_locations__016f1722a174dedbe9e075d30e17040d
#horn,"Horn in Hamburg, Germany",53.5550327,10.0833707,2,,,,ForeignMinister,"Horn in Hamburg, Germany",,german_fires_hamburg_locations,f5f7a5cf2a08bf7c0d6d37f9f3755352,german_fires_hamburg_locations__f5f7a5cf2a08bf7c0d6d37f9f3755352
#kleinergrasbrook,"Kleiner Grasbrook in Hamburg, Germany",53.5303835,10.002153,2,,,,Media,"Kleiner Grasbrook in Hamburg, Germany",,german_fires_hamburg_locations,97df554110da5f164544bc76e525f64d,german_fires_hamburg_locations__97df554110da5f164544bc76e525f64d
#neustadt,"Neustadt in Hamburg, Germany",53.5511202,9.98112,2,,,,DiplomaticFacilities,"Neustadt in Hamburg, Germany",,german_fires_hamburg_locations,138761e6606d9c8859624874e3a9dfb4,german_fires_hamburg_locations__138761e6606d9c8859624874e3a9dfb4
#neuwerk,"Neuwerk  in Hamburg, Germany",53.9204084,8.5001641,2,,,,Wells,"Neuwerk  in Hamburg, Germany",,german_fires_hamburg_locations,4be788870beef7cca70ff4ebc859bafc,german_fires_hamburg_locations__4be788870beef7cca70ff4ebc859bafc
#rothenburgsort,"Rothenburgsort in Hamburg, Germany",53.5342142,10.0416963,2,,,,Person,"Rothenburgsort in Hamburg, Germany",,german_fires_hamburg_locations,340cf1cb473f55004bcd55dd3deebb7a,german_fires_hamburg_locations__340cf1cb473f55004bcd55dd3deebb7a
#sanktgeorg,"Sankt Georg in Hamburg, Germany",53.5539552,10.0123399,2,,,,Keyphrase,"Sankt Georg in Hamburg, Germany",,german_fires_hamburg_locations,a6aef967799d27f366234e50921fa4fc,german_fires_hamburg_locations__a6aef967799d27f366234e50921fa4fc
#sanktpauli,"Sankt Pauli in Hamburg, Germany",53.5508628,9.9699354,2,,,,Wells,"Sankt Pauli in Hamburg, Germany",,german_fires_hamburg_locations,1cd4c4c782df2413e9b28e65729d32b0,german_fires_hamburg_locations__1cd4c4c782df2413e9b28e65729d32b0
#steinwerder,"Steinwerder in Hamburg, Germany",53.5341052,9.9560188,2,,,,News,"Steinwerder in Hamburg, Germany",,german_fires_hamburg_locations,0384ae9e303d79255f0b8f6fdacabe5a,german_fires_hamburg_locations__0384ae9e303d79255f0b8f6fdacabe5a
#veddel,"Veddel in Hamburg, Germany",53.5265879,10.0283141,2,,,,LegislativeCommittee,"Veddel in Hamburg, Germany",,german_fires_hamburg_locations,308d098c79cb0956fae8d194f112de8e,german_fires_hamburg_locations__308d098c79cb0956fae8d194f112de8e
#waltershof,"Waltershof in Hamburg, Germany",53.5271742,9.9082989,2,,,,CompanyKeyword,"Waltershof in Hamburg, Germany",,german_fires_hamburg_locations,147f9770c5a23b5095ed78a0e1243f3a,german_fires_hamburg_locations__147f9770c5a23b5095ed78a0e1243f3a
#wilhelmsburg,"Wilhelmsburg in Hamburg, Germany",53.500275,10.0181393,2,,,,Media,"Wilhelmsburg in Hamburg, Germany",,german_fires_hamburg_locations,9ea4ee301c25d227526ffb2ff12f6c09,german_fires_hamburg_locations__9ea4ee301c25d227526ffb2ff12f6c09
#altonaaltstadt,"Altona-Altstadt in Hamburg, Germany",53.5535769,9.9518648,2,,,,ForeignMinister,"Altona-Altstadt in Hamburg, Germany",,german_fires_hamburg_locations,f1922df8f0beb31c48dd80161ca5e606,german_fires_hamburg_locations__f1922df8f0beb31c48dd80161ca5e606
#altonanord,"Altona-Nord in Hamburg, Germany",53.5651792,9.9445734,2,,,,News,"Altona-Nord in Hamburg, Germany",,german_fires_hamburg_locations,64164426f23fe4a86aaa822364b622a3,german_fires_hamburg_locations__64164426f23fe4a86aaa822364b622a3
#bahrenfeld,"Bahrenfeld in Hamburg, Germany",53.5737695,9.8918959,2,,,,IndustryTerm,"Bahrenfeld in Hamburg, Germany",,german_fires_hamburg_locations,b13eac10c800c06275e0a3fc63ba1462,german_fires_hamburg_locations__b13eac10c800c06275e0a3fc63ba1462
#blankenese,"Blankenese in Hamburg, Germany",53.5663436,9.7983888,2,,,,Media,"Blankenese in Hamburg, Germany",,german_fires_hamburg_locations,f3a3164eb4894ae97daf7f75480376db,german_fires_hamburg_locations__f3a3164eb4894ae97daf7f75480376db
#grossflottbek,"Gross Flottbek in Hamburg, Germany",53.5649872,9.8806901,2,,,,Diplomat,"Gross Flottbek in Hamburg, Germany",,german_fires_hamburg_locations,6a5668c039f29091c532a284b309c8a7,german_fires_hamburg_locations__6a5668c039f29091c532a284b309c8a7
#iserbrook,"Iserbrook in Hamburg, Germany",53.5751437,9.8241469,2,,,,IndustryTerm,"Iserbrook in Hamburg, Germany",,german_fires_hamburg_locations,e4a76864566709992ab1163e62b0bab1,german_fires_hamburg_locations__e4a76864566709992ab1163e62b0bab1
#lurup,"Lurup in Hamburg, Germany",53.5956842,9.8730402,2,,,,LegislativeCommittee,"Lurup in Hamburg, Germany",,german_fires_hamburg_locations,4b5d6e5a596af10e8c293fb53a7501c2,german_fires_hamburg_locations__4b5d6e5a596af10e8c293fb53a7501c2
#nienstedten,"Nienstedten in Hamburg, Germany",53.5521105,9.838369,2,,,,CompanyKeyword,"Nienstedten in Hamburg, Germany",,german_fires_hamburg_locations,433497e4c10adbdaaf58d3d739111ae3,german_fires_hamburg_locations__433497e4c10adbdaaf58d3d739111ae3
#osdorf,"Osdorf in Hamburg, Germany",53.575677,9.850691,2,,,,Diplomat,"Osdorf in Hamburg, Germany",,german_fires_hamburg_locations,2c1d63c607c47115d026fde461cd43fd,german_fires_hamburg_locations__2c1d63c607c47115d026fde461cd43fd
#othmarschen,"Othmarschen in Hamburg, Germany",53.5486256,9.8900495,2,,,,Exec,"Othmarschen in Hamburg, Germany",,german_fires_hamburg_locations,47484e9a54874b6c3f72c81d03a68c05,german_fires_hamburg_locations__47484e9a54874b6c3f72c81d03a68c05
#ottensen,"Ottensen in Hamburg, Germany",53.5541562,9.9221342,2,,,,Media,"Ottensen in Hamburg, Germany",,german_fires_hamburg_locations,03ea716676b032c9bf3cdab5fd79d184,german_fires_hamburg_locations__03ea716676b032c9bf3cdab5fd79d184
#rissen,"Rissen in Hamburg, Germany",53.5935339,9.766826,2,,,,Organization,"Rissen in Hamburg, Germany",,german_fires_hamburg_locations,dc5621e26a9a18822d46488eb8875d93,german_fires_hamburg_locations__dc5621e26a9a18822d46488eb8875d93
#sternschanze,"Sternschanze in Hamburg, Germany",53.5620873,9.9644166,2,,,,FTO,"Sternschanze in Hamburg, Germany",,german_fires_hamburg_locations,12f82eddf6a50c29d13f83e6c4c7a380,german_fires_hamburg_locations__12f82eddf6a50c29d13f83e6c4c7a380
#sulldorf,"Sulldorf in Hamburg, Germany",53.5881714,9.7987551,2,,,,ForeignMinistry,"Sulldorf in Hamburg, Germany",,german_fires_hamburg_locations,7b81a1cc3e42de5110c257b56edfa05b,german_fires_hamburg_locations__7b81a1cc3e42de5110c257b56edfa05b
#eidelstedt,"Eidelstedt in Hamburg, Germany",53.6121226,9.9054377,2,,,,space,"Eidelstedt in Hamburg, Germany",,german_fires_hamburg_locations,7c07bfbb1b5f3eb4ea60eaa9a4787b5d,german_fires_hamburg_locations__7c07bfbb1b5f3eb4ea60eaa9a4787b5d
#eimsbuttel,"Eimsbuttel in Hamburg, Germany",53.5747675,9.9594532,2,,,,Person,"Eimsbuttel in Hamburg, Germany",,german_fires_hamburg_locations,5549432817416bb577868da70ddeab46,german_fires_hamburg_locations__5549432817416bb577868da70ddeab46
#harvestehude,"Harvestehude in Hamburg, Germany",53.5776266,9.9908875,2,,,,IndustryTerm,"Harvestehude in Hamburg, Germany",,german_fires_hamburg_locations,fc6044a31d0cb78a5200d689d606da6b,german_fires_hamburg_locations__fc6044a31d0cb78a5200d689d606da6b
#hoheluftwest,"Hoheluft-West in Hamburg, Germany",53.5809523,9.9675825,2,,,,Refinery,"Hoheluft-West in Hamburg, Germany",,german_fires_hamburg_locations,4c9c8955971731c947261bb6ced8371e,german_fires_hamburg_locations__4c9c8955971731c947261bb6ced8371e
#lokstedt,"Lokstedt in Hamburg, Germany",53.5991339,9.9585294,2,,,,Pipeline,"Lokstedt in Hamburg, Germany",,german_fires_hamburg_locations,765b2907253cfaa94ce708970854c9eb,german_fires_hamburg_locations__765b2907253cfaa94ce708970854c9eb
#niendorf,"Niendorf in Hamburg, Germany",53.6290361,9.9497747,2,,,,Diplomat,"Niendorf in Hamburg, Germany",,german_fires_hamburg_locations,8222b213226630608d8a1ce4bb2a3f0b,german_fires_hamburg_locations__8222b213226630608d8a1ce4bb2a3f0b
#rotherbaum,"Rotherbaum in Hamburg, Germany",53.5671723,9.9808882,2,,,,Legislator,"Rotherbaum in Hamburg, Germany",,german_fires_hamburg_locations,5e18534d77cb9f2cd474fbd8b4e04abc,german_fires_hamburg_locations__5e18534d77cb9f2cd474fbd8b4e04abc
#schnelsen,"Schnelsen in Hamburg, Germany",53.6356988,9.9178398,2,,,,Media,"Schnelsen in Hamburg, Germany",,german_fires_hamburg_locations,05a18c9196d7d1cf33b4c2747e2c0ac9,german_fires_hamburg_locations__05a18c9196d7d1cf33b4c2747e2c0ac9
#stellingen,"Stellingen in Hamburg, Germany",53.5908023,9.9315858,2,,,,space,"Stellingen in Hamburg, Germany",,german_fires_hamburg_locations,5f1a966418fc8bec08c998c41525b4c3,german_fires_hamburg_locations__5f1a966418fc8bec08c998c41525b4c3
#alsterdorf,"Alsterdorf in Hamburg, Germany",53.6100936,10.0113662,2,,,,Refinery,"Alsterdorf in Hamburg, Germany",,german_fires_hamburg_locations,aa0c98fa8d58be9e915c5709bb682d0d,german_fires_hamburg_locations__aa0c98fa8d58be9e915c5709bb682d0d
#barmbeknord,"Barmbek-Nord in Hamburg, Germany",53.5941793,10.0500144,2,,,,Media,"Barmbek-Nord in Hamburg, Germany",,german_fires_hamburg_locations,2c73b7bee88fe5dcf5bf57f47f1f909a,german_fires_hamburg_locations__2c73b7bee88fe5dcf5bf57f47f1f909a
#barmbeksud,"Barmbek-Sud in Hamburg, Germany",53.5792214,10.036788,2,,,,CompanyKeyword,"Barmbek-Sud in Hamburg, Germany",,german_fires_hamburg_locations,d94048b76f6a051feb6c04d15f7fc523,german_fires_hamburg_locations__d94048b76f6a051feb6c04d15f7fc523
#dulsberg,"Dulsberg in Hamburg, Germany",53.5835208,10.0667234,2,,,,News,"Dulsberg in Hamburg, Germany",,german_fires_hamburg_locations,824366e51c1ac9603cfc3b107effdf24,german_fires_hamburg_locations__824366e51c1ac9603cfc3b107effdf24
#eppendorf,"Eppendorf in Hamburg, Germany",53.5957263,9.9838962,2,,,,Refinery,"Eppendorf in Hamburg, Germany",,german_fires_hamburg_locations,bba2396c42810f7725a3dd311205f059,german_fires_hamburg_locations__bba2396c42810f7725a3dd311205f059
#fuhlsbuttel,"Fuhlsbuttel in Hamburg, Germany",53.6295551,9.9911535,2,,,,Media,"Fuhlsbuttel in Hamburg, Germany",,german_fires_hamburg_locations,bae87b56b818ef4949e2203d46eeb049,german_fires_hamburg_locations__bae87b56b818ef4949e2203d46eeb049
#grossborstel,"Gross Borstel in Hamburg, Germany",53.6083348,9.9833282,2,,,,Wells,"Gross Borstel in Hamburg, Germany",,german_fires_hamburg_locations,1721cb0c2e33ee2f8c10eb64430e0e3d,german_fires_hamburg_locations__1721cb0c2e33ee2f8c10eb64430e0e3d
#hohenfelde,"Hohenfelde in Hamburg, Germany",53.5624581,10.0249179,2,,,,News,"Hohenfelde in Hamburg, Germany",,german_fires_hamburg_locations,5d4a39f3a03008b39766d89a7c5ea4ca,german_fires_hamburg_locations__5d4a39f3a03008b39766d89a7c5ea4ca
#hoheluftost,"Hoheluft-Ost in Hamburg, Germany",53.5829887,9.9758793,2,,,,Diplomat,"Hoheluft-Ost in Hamburg, Germany",,german_fires_hamburg_locations,c8ea1ae453683fc2b72543425d40a1f8,german_fires_hamburg_locations__c8ea1ae453683fc2b72543425d40a1f8
#langenhorn,"Langenhorn in Hamburg, Germany",53.6487256,10.0103117,2,,,,FTO,"Langenhorn in Hamburg, Germany",,german_fires_hamburg_locations,20e496e16ab6df2ea26d4474bf67c796,german_fires_hamburg_locations__20e496e16ab6df2ea26d4474bf67c796
#ohlsdorf,"Ohlsdorf in Hamburg, Germany",53.624604,10.0498354,2,,,,Exec,"Ohlsdorf in Hamburg, Germany",,german_fires_hamburg_locations,1b9f60e5f693074761600f0e69dc6d39,german_fires_hamburg_locations__1b9f60e5f693074761600f0e69dc6d39
#uhlenhorst,"Uhlenhorst in Hamburg, Germany",53.5698566,10.0182169,2,,,,Shipping,"Uhlenhorst in Hamburg, Germany",,german_fires_hamburg_locations,7699805598b9c38a3b7dc6eda80dbd11,german_fires_hamburg_locations__7699805598b9c38a3b7dc6eda80dbd11
#winterhude,"Winterhude in Hamburg, Germany",53.588852,10.01571,2,,,,IndustryTerm,"Winterhude in Hamburg, Germany",,german_fires_hamburg_locations,933825a642e65f665b3f595732621d7d,german_fires_hamburg_locations__933825a642e65f665b3f595732621d7d
#bergstedt,"Bergstedt in Hamburg, Germany",53.6726615,10.1283722,2,,,,IndustryTerm,"Bergstedt in Hamburg, Germany",,german_fires_hamburg_locations,bc81f76c79a5b31749eb9b57827b4224,german_fires_hamburg_locations__bc81f76c79a5b31749eb9b57827b4224
#bramfeld,"Bramfeld in Hamburg, Germany",53.6132273,10.0872317,2,,,,Legislator,"Bramfeld in Hamburg, Germany",,german_fires_hamburg_locations,8029b5dc56a767b7392b88bfef8da4ea,german_fires_hamburg_locations__8029b5dc56a767b7392b88bfef8da4ea
#duvenstedt,"Duvenstedt in Hamburg, Germany",53.708262,10.096132,2,,,,AAEntity,"Duvenstedt in Hamburg, Germany",,german_fires_hamburg_locations,c7c23a711f85cfacd99727e71e5356b4,german_fires_hamburg_locations__c7c23a711f85cfacd99727e71e5356b4
#eilbek,"Eilbek in Hamburg, Germany",53.567356,10.0448262,2,,,,FTO,"Eilbek in Hamburg, Germany",,german_fires_hamburg_locations,f4281447481a8d267846010b671b3296,german_fires_hamburg_locations__f4281447481a8d267846010b671b3296
#farmsenberne,"Farmsen-Berne in Hamburg, Germany",53.6107299,10.116584,2,,,,Refinery,"Farmsen-Berne in Hamburg, Germany",,german_fires_hamburg_locations,88f7346a9b12b05dfd3d1fca084ce945,german_fires_hamburg_locations__88f7346a9b12b05dfd3d1fca084ce945
#hummelsbuttel,"Hummelsbuttel in Hamburg, Germany",53.6576777,10.0469685,2,,,,Exec,"Hummelsbuttel in Hamburg, Germany",,german_fires_hamburg_locations,ef816a801a8610e496973cd2599a8464,german_fires_hamburg_locations__ef816a801a8610e496973cd2599a8464
#jenfeld,"Jenfeld in Hamburg, Germany",53.5734628,10.136712,2,,,,CompanyKeyword,"Jenfeld in Hamburg, Germany",,german_fires_hamburg_locations,f4808aa28b6ba23aff5269c821481913,german_fires_hamburg_locations__f4808aa28b6ba23aff5269c821481913
#lemsahlmellingstedt,"Lemsahl-Mellingstedt in Hamburg, Germany",53.6870289,10.0882115,2,,,,Legislator,"Lemsahl-Mellingstedt in Hamburg, Germany",,german_fires_hamburg_locations,935a863ea2ea3929b537e1dbc71f5d47,german_fires_hamburg_locations__935a863ea2ea3929b537e1dbc71f5d47
#marienthal,"Marienthal in Hamburg, Germany",53.5683271,10.1007587,2,,,,DiplomaticFacilities,"Marienthal in Hamburg, Germany",,german_fires_hamburg_locations,a363d2b942a7143d704953a2e98fe752,german_fires_hamburg_locations__a363d2b942a7143d704953a2e98fe752
#poppenbuttel,"Poppenbuttel in Hamburg, Germany",53.6575303,10.0810104,2,,,,Shipping,"Poppenbuttel in Hamburg, Germany",,german_fires_hamburg_locations,e98ab11017cc1f7e236f8865008a7c8c,german_fires_hamburg_locations__e98ab11017cc1f7e236f8865008a7c8c
#rahlstedt,"Rahlstedt in Hamburg, Germany",53.6144198,10.1560745,2,,,,Consulates,"Rahlstedt in Hamburg, Germany",,german_fires_hamburg_locations,7159bfa03a0e23f75c87141d07f5f479,german_fires_hamburg_locations__7159bfa03a0e23f75c87141d07f5f479
#sasel,"Sasel in Hamburg, Germany",53.6514412,10.1204336,2,,,,Legislator,"Sasel in Hamburg, Germany",,german_fires_hamburg_locations,8f444d43f3940fb767e8be308e2b98b5,german_fires_hamburg_locations__8f444d43f3940fb767e8be308e2b98b5
#steilshoop,"Steilshoop in Hamburg, Germany",53.6104136,10.0559167,2,,,,Wells,"Steilshoop in Hamburg, Germany",,german_fires_hamburg_locations,436fb8e057942d0590143caa1b847ca1,german_fires_hamburg_locations__436fb8e057942d0590143caa1b847ca1
#tonndorf,"Tonndorf in Hamburg, Germany",53.5889011,10.1159999,2,,,,FTO,"Tonndorf in Hamburg, Germany",,german_fires_hamburg_locations,0f06969ae32555f72d400b50658ab48f,german_fires_hamburg_locations__0f06969ae32555f72d400b50658ab48f
#volksdorf,"Volksdorf in Hamburg, Germany",53.6476751,10.1645331,2,,,,Organization,"Volksdorf in Hamburg, Germany",,german_fires_hamburg_locations,a105bff303f4fabfeb6b1f381f987440,german_fires_hamburg_locations__a105bff303f4fabfeb6b1f381f987440
#wandsbek,"Wandsbek in Hamburg, Germany",53.6536454,10.1070233,2,,,,Organization,"Wandsbek in Hamburg, Germany",,german_fires_hamburg_locations,4354dfb1e5aa07fa7403d4a22e273f3d,german_fires_hamburg_locations__4354dfb1e5aa07fa7403d4a22e273f3d
#wellingsbuttel,"Wellingsbuttel in Hamburg, Germany",53.6356872,10.0804528,2,,,,FTO,"Wellingsbuttel in Hamburg, Germany",,german_fires_hamburg_locations,3479c977832528b6625899ce99d4a9b6,german_fires_hamburg_locations__3479c977832528b6625899ce99d4a9b6
#wohldorfohlstedt,"Wohldorf-Ohlstedt in Hamburg, Germany",53.7138593,10.1590112,2,,,,IndustryTerm,"Wohldorf-Ohlstedt in Hamburg, Germany",,german_fires_hamburg_locations,e9dbce83d57cb848b7a40a9e71d107b6,german_fires_hamburg_locations__e9dbce83d57cb848b7a40a9e71d107b6
#allermohe,"Allermohe in Hamburg, Germany",53.4849804,10.1489358,2,,,,Legislator,"Allermohe in Hamburg, Germany",,german_fires_hamburg_locations,ae2de97402fc3d651cfdc3d94d92cf58,german_fires_hamburg_locations__ae2de97402fc3d651cfdc3d94d92cf58
#altengamme,"Altengamme in Hamburg, Germany",53.4406383,10.2832324,2,,,,News,"Altengamme in Hamburg, Germany",,german_fires_hamburg_locations,23542a146d3e52e70c748dc563847345,german_fires_hamburg_locations__23542a146d3e52e70c748dc563847345
#bergedorf,"Bergedorf in Hamburg, Germany",53.485984,10.2162551,2,,,,Organization,"Bergedorf in Hamburg, Germany",,german_fires_hamburg_locations,772e57a32fc816db241463cc9db223e8,german_fires_hamburg_locations__772e57a32fc816db241463cc9db223e8
#billwerder,"Billwerder in Hamburg, Germany",53.4997764,10.1356015,2,,,,Media,"Billwerder in Hamburg, Germany",,german_fires_hamburg_locations,2e328ce44d54cc0b7811c4d23278eb94,german_fires_hamburg_locations__2e328ce44d54cc0b7811c4d23278eb94
#curslack,"Curslack in Hamburg, Germany",53.4562764,10.2287323,2,,,,LegislativeCommittee,"Curslack in Hamburg, Germany",,german_fires_hamburg_locations,308071980a24ea5c9bd2b67b5583aad3,german_fires_hamburg_locations__308071980a24ea5c9bd2b67b5583aad3
#kirchwerder,"Kirchwerder in Hamburg, Germany",53.4224089,10.1782767,2,,,,Wells,"Kirchwerder in Hamburg, Germany",,german_fires_hamburg_locations,c2bcedf7050a49c5c3e46667b51f2fb8,german_fires_hamburg_locations__c2bcedf7050a49c5c3e46667b51f2fb8
#lohbrugge,"Lohbrugge in Hamburg, Germany",53.50364,10.1861399,2,,,,Consulates,"Lohbrugge in Hamburg, Germany",,german_fires_hamburg_locations,dc5045ad01341bf696a992521503cd05,german_fires_hamburg_locations__dc5045ad01341bf696a992521503cd05
#moorfleet,"Moorfleet in Hamburg, Germany",53.504141,10.0844077,2,,,,CompanyKeyword,"Moorfleet in Hamburg, Germany",,german_fires_hamburg_locations,be1d97c89daf28d9ff97cf5089bcca23,german_fires_hamburg_locations__be1d97c89daf28d9ff97cf5089bcca23
#neuallermohe,"Neuallermohe in Hamburg, Germany",53.4897212,10.1588291,2,,,,AAEntity,"Neuallermohe in Hamburg, Germany",,german_fires_hamburg_locations,7ea17c92601949a3e8f30a93f82f7927,german_fires_hamburg_locations__7ea17c92601949a3e8f30a93f82f7927
#neuengamme,"Neuengamme in Hamburg, Germany",53.4351259,10.2207582,2,,,,Legislator,"Neuengamme in Hamburg, Germany",,german_fires_hamburg_locations,88a8a5af822864fef4267ea336833164,german_fires_hamburg_locations__88a8a5af822864fef4267ea336833164
#ochsenwerder,"Ochsenwerder in Hamburg, Germany",53.4569733,10.0932433,2,,,,Legislator,"Ochsenwerder in Hamburg, Germany",,german_fires_hamburg_locations,80ec99ec3e586fee6ad9dd7329f2f350,german_fires_hamburg_locations__80ec99ec3e586fee6ad9dd7329f2f350
#reitbrook,"Reitbrook in Hamburg, Germany",53.4667726,10.1383526,2,,,,Exec,"Reitbrook in Hamburg, Germany",,german_fires_hamburg_locations,98d6d5011fd053dd398c93ebf317e49b,german_fires_hamburg_locations__98d6d5011fd053dd398c93ebf317e49b
#spadenland,"Spadenland in Hamburg, Germany",53.484205,10.0619227,2,,,,Shipping,"Spadenland in Hamburg, Germany",,german_fires_hamburg_locations,116c8fc009325928aa59650cc6e8ec04,german_fires_hamburg_locations__116c8fc009325928aa59650cc6e8ec04
#tatenberg,"Tatenberg in Hamburg, Germany",53.4882578,10.078502,2,,,,News,"Tatenberg in Hamburg, Germany",,german_fires_hamburg_locations,c1814ffd18561607a1fad232382eeb36,german_fires_hamburg_locations__c1814ffd18561607a1fad232382eeb36
#altenwerder,"Altenwerder in Hamburg, Germany",53.5077108,9.9124721,2,,,,Exec,"Altenwerder in Hamburg, Germany",,german_fires_hamburg_locations,ec3a568e7bcb060b941b406954122b18,german_fires_hamburg_locations__ec3a568e7bcb060b941b406954122b18
#cranz,"Cranz in Hamburg, Germany",53.5404218,9.7815115,2,,,,ForeignMinister,"Cranz in Hamburg, Germany",,german_fires_hamburg_locations,214c3be8e95c3d75430a487105cdf3ad,german_fires_hamburg_locations__214c3be8e95c3d75430a487105cdf3ad
#eissendorf,"Eissendorf in Hamburg, Germany",53.4481298,9.9395312,2,,,,Organization,"Eissendorf in Hamburg, Germany",,german_fires_hamburg_locations,8059b4087a654eb6d8befa3a689fe193,german_fires_hamburg_locations__8059b4087a654eb6d8befa3a689fe193
