german_text,caption_text,lat,lon,.1,default location,default_lat,default_lon,.2,handle:einszweizweibot,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
linz,"Linz, Austria",48.30694,14.28583,,,,,,,space,"Linz, Austria",,upper_austria_locations,ac2d6ddf3c2c5a5103ba11cc80f646e8,upper_austria_locations__ac2d6ddf3c2c5a5103ba11cc80f646e8
wels,"Wels, Austria",48.16542,14.03664,,,,,,,Organization,"Wels, Austria",,upper_austria_locations,d60370433fab8ada10c8e67899f1ca8b,upper_austria_locations__d60370433fab8ada10c8e67899f1ca8b
steyr,"Steyr, Austria",48.05009,14.41827,,,,,ss,,AAEntity,"Steyr, Austria",,upper_austria_locations,39aedc3ec205e3c692e756a802e19b4f,upper_austria_locations__39aedc3ec205e3c692e756a802e19b4f
braunau am inn,"Braunau am Inn, Austria",48.25573,13.04432,,,,,u,,FTO,"Braunau am Inn, Austria",,upper_austria_locations,f696f7842eea7d1ddfed69d5f18be87d,upper_austria_locations__f696f7842eea7d1ddfed69d5f18be87d
eferding,"Eferding, Austria",48.30879,14.02023,,,,,a,,CompanyKeyword,"Eferding, Austria",,upper_austria_locations,ebad01809b72ba17acce121479c4bf35,upper_austria_locations__ebad01809b72ba17acce121479c4bf35
freistadt,"Freistadt, Austria",48.50217,14.50201,,,,,o,,LegislativeCommittee,"Freistadt, Austria",,upper_austria_locations,6ac1894274846f4621572f210c47900a,upper_austria_locations__6ac1894274846f4621572f210c47900a
gmunden,"Gmunden, Austria",47.91839,13.79933,,,,,,,Shipping,"Gmunden, Austria",,upper_austria_locations,178840057449da1231f6886f2861a6f5,upper_austria_locations__178840057449da1231f6886f2861a6f5
grieskirchen,"Grieskirchen, Austria",48.23587,13.82617,,,,,,,Person,"Grieskirchen, Austria",,upper_austria_locations,27211c1a56d6fc6d8f5bec807b1bd0ef,upper_austria_locations__27211c1a56d6fc6d8f5bec807b1bd0ef
kirchdorf,"Kirchdorf, Austria",47.5573206,12.4474459,,,,,,,Organization,"Kirchdorf, Austria",,upper_austria_locations,6d59f576fd8c52fc2e6fd15cb591397b,upper_austria_locations__6d59f576fd8c52fc2e6fd15cb591397b
linz-land,"Linz-Land, Austria",48.1679636,14.2926786,,,,,,,Shipping,"Linz-Land, Austria",,upper_austria_locations,2880778ff44d4059c62e707fe7e9282b,upper_austria_locations__2880778ff44d4059c62e707fe7e9282b
perg,"Perg, Austria",48.24992,14.63474,,,,,,,Wells,"Perg, Austria",,upper_austria_locations,675a91978664ce392b6f792e61b06fff,upper_austria_locations__675a91978664ce392b6f792e61b06fff
ried im innkreis,"Ried im Innkreis, Austria",48.21272,13.49272,,,,,,,FTO,"Ried im Innkreis, Austria",,upper_austria_locations,6699e86bc0517cb3cca91ed453b05b6f,upper_austria_locations__6699e86bc0517cb3cca91ed453b05b6f
rohrbach,"Rohrbach, Austria",48.5724264,13.9892409,,,,,,,CompanyKeyword,"Rohrbach, Austria",,upper_austria_locations,28c8be115979823679443b5545c4b5cf,upper_austria_locations__28c8be115979823679443b5545c4b5cf
scharding,"Scharding, Austria",48.46051,13.43268,,,,,,,Pipeline,"Scharding, Austria",,upper_austria_locations,34a6dbe2659890bd2d2bcc1a34ebab6f,upper_austria_locations__34a6dbe2659890bd2d2bcc1a34ebab6f
steyr-land,"Steyr-Land, Austria",47.9159873,14.5224199,,,,,,,Exec,"Steyr-Land, Austria",,upper_austria_locations,eaacd974d04be38ec71276cbef84603b,upper_austria_locations__eaacd974d04be38ec71276cbef84603b
urfahr-umgebung,"Urfahr-Umgebung, Austria",48.4392995,14.2368317,,,,,,,Shipping,"Urfahr-Umgebung, Austria",,upper_austria_locations,2ca01129d2c7275556c0a6ae83fb6975,upper_austria_locations__2ca01129d2c7275556c0a6ae83fb6975
vocklabruck,"Vocklabruck, Austria",48.00334,13.65613,,,,,,,Keyphrase,"Vocklabruck, Austria",,upper_austria_locations,b296eb0028550769c77b96a720afa389,upper_austria_locations__b296eb0028550769c77b96a720afa389
wels-land,"Wels-Land, Austria",48.0861783,13.9750791,,,,,,,Diplomat,"Wels-Land, Austria",,upper_austria_locations,5793c7e15c30fcce966214b9ba6af216,upper_austria_locations__5793c7e15c30fcce966214b9ba6af216
abtsdorf,"Abtsdorf, Austria",47.90884,13.51193,,,,,,,IndustryTerm,"Abtsdorf, Austria",,upper_austria_locations,18685c69e27d0b79339cf1c799508ae2,upper_austria_locations__18685c69e27d0b79339cf1c799508ae2
ach,"Ach, Austria",48.15624,12.83716,,,,,,,Keyphrase,"Ach, Austria",,upper_austria_locations,eda74548323ec2abec3a2b50f2d8b515,upper_austria_locations__eda74548323ec2abec3a2b50f2d8b515
achenlohe,"Achenlohe, Austria",48.04667,13.19917,,,,,,,Refinery,"Achenlohe, Austria",,upper_austria_locations,febff3c30530dde2a9510cab3cae50f9,upper_austria_locations__febff3c30530dde2a9510cab3cae50f9
achleiten,"Achleiten, Austria",48.58092,13.51092,,,,,,,space,"Achleiten, Austria",,upper_austria_locations,bd7d741ff38a9be4240467d55618f71f,upper_austria_locations__bd7d741ff38a9be4240467d55618f71f
ackersberg,"Ackersberg, Austria",48.06965,13.53854,,,,,,,Shipping,"Ackersberg, Austria",,upper_austria_locations,689d4a07f69722426335e8f994fc3cbc,upper_austria_locations__689d4a07f69722426335e8f994fc3cbc
adenberg,"Adenberg, Austria",48.14386,12.9735099,,,,,,,FTO,"Adenberg, Austria",,upper_austria_locations,d371e13e6f6f56a6fe96e9b415de59cb,upper_austria_locations__d371e13e6f6f56a6fe96e9b415de59cb
adlhaming,"Adlhaming, Austria",48.01126,13.94666,,,,,,,Keyphrase,"Adlhaming, Austria",,upper_austria_locations,cb7f8d73b431db0203927575bf2d8286,upper_austria_locations__cb7f8d73b431db0203927575bf2d8286
adlwang,"Adlwang, Austria",47.9922947,14.2167646,,,,,,,Wells,"Adlwang, Austria",,upper_austria_locations,fa706f90fb3cc810a34bc33096e938a9,upper_austria_locations__fa706f90fb3cc810a34bc33096e938a9
afiesl,"Afiesl, Austria",48.5818421,14.1272352,,,,,,,Pipeline,"Afiesl, Austria",,upper_austria_locations,43eaf3eb64cc5265ab961c72a12960d4,upper_austria_locations__43eaf3eb64cc5265ab961c72a12960d4
ahorn,"Ahorn, Austria",48.5237638,14.1739521,,,,,,,Media,"Ahorn, Austria",,upper_austria_locations,36a0f3c8ecce0095a8123252c918ca1f,upper_austria_locations__36a0f3c8ecce0095a8123252c918ca1f
aich,"Aich, Austria",47.4229079,13.8215824,,,,,,,Diplomat,"Aich, Austria",,upper_austria_locations,d2c943643f9c939f4b81459efbce62bb,upper_austria_locations__d2c943643f9c939f4b81459efbce62bb
aichberg,"Aichberg, Austria",47.3821681,15.9733677,,,,,,,ForeignMinister,"Aichberg, Austria",,upper_austria_locations,c2fc3bf4359b402863e313d4a2d21dd4,upper_austria_locations__c2fc3bf4359b402863e313d4a2d21dd4
aichet,"Aichet, Austria",47.4229079,13.8215824,,,,,,,Refinery,"Aichet, Austria",,upper_austria_locations,6c6375bd9478de546cf654c7ef28ed27,upper_austria_locations__6c6375bd9478de546cf654c7ef28ed27
aichkirchen,"Aichkirchen, Austria",48.109667,13.7922189,,,,,,,Wells,"Aichkirchen, Austria",,upper_austria_locations,42fbd3570409e4327bb489a6f09a8985,upper_austria_locations__42fbd3570409e4327bb489a6f09a8985
aigen,"Aigen, Austria",47.7952027,13.0747395,,,,,,,Diplomat,"Aigen, Austria",,upper_austria_locations,226590588fbe6e8a1a3133616033ddef,upper_austria_locations__226590588fbe6e8a1a3133616033ddef
aigen-schlagl,"Aigen-Schlagl, Austria",48.6365753,13.9649762,,,,,,,Wells,"Aigen-Schlagl, Austria",,upper_austria_locations,cbafc06dda2bc2f749a4f7cde3f6b651,upper_austria_locations__cbafc06dda2bc2f749a4f7cde3f6b651
aiglbrechting,"Aiglbrechting, Austria",48.31069,13.56604,,,,,,,Person,"Aiglbrechting, Austria",,upper_austria_locations,efc5f6a633693168d577a8a8e401d0c8,upper_austria_locations__efc5f6a633693168d577a8a8e401d0c8
aistersheim,"Aistersheim, Austria",48.1869781,13.7418034,,,,,,,Diplomat,"Aistersheim, Austria",,upper_austria_locations,9fdfadb9e8404459526e43630fae32a2,upper_austria_locations__9fdfadb9e8404459526e43630fae32a2
alberndorf in der riedmark,"Alberndorf in der Riedmark, Austria",48.4073527,14.4187225,,,,,,,Wells,"Alberndorf in der Riedmark, Austria",,upper_austria_locations,b1659d2206463101c789a60e153f9f87,upper_austria_locations__b1659d2206463101c789a60e153f9f87
alkoven,"Alkoven, Austria",48.2873107,14.1084943,,,,,,,Person,"Alkoven, Austria",,upper_austria_locations,c1339d1496453a5a44013f174f21f0da,upper_austria_locations__c1339d1496453a5a44013f174f21f0da
allerheiligen im muhlkreis,"Allerheiligen im Muhlkreis, Austria",48.3020409,14.6508549,,,,,,,AAEntity,"Allerheiligen im Muhlkreis, Austria",,upper_austria_locations,2ed7d41e2733bbb87fc6216b58e4ab42,upper_austria_locations__2ed7d41e2733bbb87fc6216b58e4ab42
allersdorf,"Allersdorf, Austria",48.13265,14.93393,,,,,,,Exec,"Allersdorf, Austria",,upper_austria_locations,edadc7c661c90b77082b38c407c9eac4,upper_austria_locations__edadc7c661c90b77082b38c407c9eac4
allhaming,"Allhaming, Austria",48.1527076,14.1698692,,,,,,,Person,"Allhaming, Austria",,upper_austria_locations,556e6c1ceab6bfc2401ab0dab5635432,upper_austria_locations__556e6c1ceab6bfc2401ab0dab5635432
almegg,"Almegg, Austria",48.0705805,13.9204931,,,,,,,Exec,"Almegg, Austria",,upper_austria_locations,a18b4cb1b5278855d1aef96160e1e962,upper_austria_locations__a18b4cb1b5278855d1aef96160e1e962
altaist,"Altaist, Austria",48.3158,14.52621,,,,,,,AAEntity,"Altaist, Austria",,upper_austria_locations,28e6d59154f0378122c63cbce00ffe84,upper_austria_locations__28e6d59154f0378122c63cbce00ffe84
altenberg bei linz,"Altenberg bei Linz, Austria",48.3736086,14.3495882,,,,,,,Keyphrase,"Altenberg bei Linz, Austria",,upper_austria_locations,6afe35c1ffec69fd2d97b9557bacc6a4,upper_austria_locations__6afe35c1ffec69fd2d97b9557bacc6a4
altenburg,"Altenburg, Austria",48.64769,15.5905899,,,,,,,Wells,"Altenburg, Austria",,upper_austria_locations,3392fa73533cd2f95d4a17372b7d49cc,upper_austria_locations__3392fa73533cd2f95d4a17372b7d49cc
altendorf,"Altendorf, Austria",47.6590293,16.0154984,,,,,,,Diplomat,"Altendorf, Austria",,upper_austria_locations,c346eb9e0061cf1d78d095492904856a,upper_austria_locations__c346eb9e0061cf1d78d095492904856a
altenfelden,"Altenfelden, Austria",48.4855458,13.9701445,,,,,,,Person,"Altenfelden, Austria",,upper_austria_locations,e0109014806063a22b051957210290ad,upper_austria_locations__e0109014806063a22b051957210290ad
altenhof,"Altenhof, Austria",47.31427,13.08587,,,,,,,News,"Altenhof, Austria",,upper_austria_locations,4971a02056d312ce40fe64588c4acafa,upper_austria_locations__4971a02056d312ce40fe64588c4acafa
altenhof am hausruck,"Altenhof am Hausruck, Austria",48.13561,13.68655,,,,,,,News,"Altenhof am Hausruck, Austria",,upper_austria_locations,03067bbe260284ff11168481ae5d505c,upper_austria_locations__03067bbe260284ff11168481ae5d505c
altheim,"Altheim, Austria",48.2512662,13.2337163,,,,,,,ForeignMinister,"Altheim, Austria",,upper_austria_locations,628c4c02c7219fa2d528b43ba7948ac3,upper_austria_locations__628c4c02c7219fa2d528b43ba7948ac3
altmunster,"Altmunster, Austria",47.9011744,13.7678146,,,,,,,Keyphrase,"Altmunster, Austria",,upper_austria_locations,086f7a217b656b11a1b00998de98fb4f,upper_austria_locations__086f7a217b656b11a1b00998de98fb4f
altschwendt,"Altschwendt, Austria",48.3235463,13.6879421,,,,,,,Media,"Altschwendt, Austria",,upper_austria_locations,d01b3e009cd617406422d39155a4e288,upper_austria_locations__d01b3e009cd617406422d39155a4e288
amberg,"Amberg, Austria",48.35973,14.2145,,,,,,,DiplomaticFacilities,"Amberg, Austria",,upper_austria_locations,87d6412ed4283441002b1a118d49e023,upper_austria_locations__87d6412ed4283441002b1a118d49e023
amelreiching,"Amelreiching, Austria",48.50522,13.4879,,,,,,,LegislativeCommittee,"Amelreiching, Austria",,upper_austria_locations,acf13c3bd82502cbe28a2d114814360f,upper_austria_locations__acf13c3bd82502cbe28a2d114814360f
amesreith,"Amesreith, Austria",48.4935,14.65291,,,,,,,AAEntity,"Amesreith, Austria",,upper_austria_locations,cf8e52fddb9b3d214350f7fb5344eef9,upper_austria_locations__cf8e52fddb9b3d214350f7fb5344eef9
amesschlag,"Amesschlag, Austria",47.4177097,15.9938877,,,,,,,DiplomaticFacilities,"Amesschlag, Austria",,upper_austria_locations,4d35a0e09ba63091411aebfdf7276d1f,upper_austria_locations__4d35a0e09ba63091411aebfdf7276d1f
ampflwang im hausruckwald,"Ampflwang im Hausruckwald, Austria",48.0884684,13.5611601,,,,,,,AAEntity,"Ampflwang im Hausruckwald, Austria",,upper_austria_locations,dc8a06e55d331f1f70c3e3550d58f361,upper_austria_locations__dc8a06e55d331f1f70c3e3550d58f361
andorf,"Andorf, Austria",48.3710358,13.5738477,,,,,,,Media,"Andorf, Austria",,upper_austria_locations,96698bc1451bed3aa99ac2a34cb3a5d4,upper_austria_locations__96698bc1451bed3aa99ac2a34cb3a5d4
andrichsfurt,"Andrichsfurt, Austria",48.2656977,13.5254792,,,,,,,Legislator,"Andrichsfurt, Austria",,upper_austria_locations,514a1eb5dbff890d63247426c7727160,upper_austria_locations__514a1eb5dbff890d63247426c7727160
andrichsfurth,"Andrichsfurth, Austria",48.2656977,13.5254792,,,,,,,Refinery,"Andrichsfurth, Austria",,upper_austria_locations,feb769b11be7a70ac5fc930cf1386a67,upper_austria_locations__feb769b11be7a70ac5fc930cf1386a67
anger,"Anger, Austria",47.27461,15.69415,,,,,,,Wells,"Anger, Austria",,upper_austria_locations,56f72733e9eafac50604b96c90c246fc,upper_austria_locations__56f72733e9eafac50604b96c90c246fc
angsuss,"Angsuss, Austria",48.41116,13.62458,,,,,,,CompanyKeyword,"Angsuss, Austria",,upper_austria_locations,c4d01ea8ba16586c57724388a57d34f3,upper_austria_locations__c4d01ea8ba16586c57724388a57d34f3
annaberg,"Annaberg, Austria",47.8717277,15.3760583,,,,,,,space,"Annaberg, Austria",,upper_austria_locations,c3ddc04a471253bd859e15ec11732943,upper_austria_locations__c3ddc04a471253bd859e15ec11732943
ansfelden,"Ansfelden, Austria",48.2077278,14.2912729,,,,,,,Keyphrase,"Ansfelden, Austria",,upper_austria_locations,b0fe312feabec8c64d78f927b62812bf,upper_austria_locations__b0fe312feabec8c64d78f927b62812bf
antiesenhofen,"Antiesenhofen, Austria",48.3455699,13.4003035,,,,,,,Shipping,"Antiesenhofen, Austria",,upper_austria_locations,16b237ffc94bb18e523759ee37ca3de3,upper_austria_locations__16b237ffc94bb18e523759ee37ca3de3
anzing,"Anzing, Austria",48.247,15.85701,,,,,,,space,"Anzing, Austria",,upper_austria_locations,9a2292365256a4a1107f1bf781677ff9,upper_austria_locations__9a2292365256a4a1107f1bf781677ff9
apfenthal,"Apfenthal, Austria",48.15926,13.03657,,,,,,,Organization,"Apfenthal, Austria",,upper_austria_locations,2475e5c90fb8fb0ef3e9291469027ad2,upper_austria_locations__2475e5c90fb8fb0ef3e9291469027ad2
apfoltern,"Apfoltern, Austria",48.54375,14.48751,,,,,,,Diplomat,"Apfoltern, Austria",,upper_austria_locations,104849a5511b0d2b36767dd3422f500c,upper_austria_locations__104849a5511b0d2b36767dd3422f500c
arbing,"Arbing, Austria",48.2288995,14.7036942,,,,,,,FTO,"Arbing, Austria",,upper_austria_locations,2f7dbae7590cf781d0b41eb9a3d21ef8,upper_austria_locations__2f7dbae7590cf781d0b41eb9a3d21ef8
arling,"Arling, Austria",48.26104,13.59478,,,,,,,DiplomaticFacilities,"Arling, Austria",,upper_austria_locations,5d7fc5a6adb4f861e8144e187beeaa6c,upper_austria_locations__5d7fc5a6adb4f861e8144e187beeaa6c
arnreit,"Arnreit, Austria",48.5258601,13.9960133,,,,,,,DiplomaticFacilities,"Arnreit, Austria",,upper_austria_locations,6b20752597e6b027d52613a6f67915b5,upper_austria_locations__6b20752597e6b027d52613a6f67915b5
arzberg,"Arzberg, Austria",47.2488995,15.5190849,,,,,,,Media,"Arzberg, Austria",,upper_austria_locations,6f678b89c83457a1acff48e3b4bc7019,upper_austria_locations__6f678b89c83457a1acff48e3b4bc7019
aschach an der donau,"Aschach an der Donau, Austria",48.3641034,14.0193903,,,,,,,AAEntity,"Aschach an der Donau, Austria",,upper_austria_locations,a36633bff51c083d14bb2d07aff17c66,upper_austria_locations__a36633bff51c083d14bb2d07aff17c66
aschach an der steyr,"Aschach an der Steyr, Austria",48.0125931,14.3347014,,,,,,,Legislator,"Aschach an der Steyr, Austria",,upper_austria_locations,ec212c301ffb569b81c217d1f6037c7c,upper_austria_locations__ec212c301ffb569b81c217d1f6037c7c
aschau,"Aschau, Austria",47.26205,11.89366,,,,,,,ForeignMinistry,"Aschau, Austria",,upper_austria_locations,8b623f2ab80198dc3782c2c7cd5fafee,upper_austria_locations__8b623f2ab80198dc3782c2c7cd5fafee
aschenberg,"Aschenberg, Austria",48.49022,13.6366,,,,,,,ForeignMinister,"Aschenberg, Austria",,upper_austria_locations,9a024cd55b995c639f2aedd85983ffcc,upper_austria_locations__9a024cd55b995c639f2aedd85983ffcc
aschet,"Aschet, Austria",48.147514,14.019256,,,,,,,Keyphrase,"Aschet, Austria",,upper_austria_locations,0fc55fed7a98ce5a0d8bf85aee339132,upper_austria_locations__0fc55fed7a98ce5a0d8bf85aee339132
asing,"Asing, Austria",48.5324101,13.53126,,,,,,,Legislator,"Asing, Austria",,upper_austria_locations,c55c42a91c66db6a285cb0ce07b5fea7,upper_austria_locations__c55c42a91c66db6a285cb0ce07b5fea7
aspach,"Aspach, Austria",48.1823778,13.3027652,,,,,,,Pipeline,"Aspach, Austria",,upper_austria_locations,1ee356cb586c50fc397cd1354c1146e9,upper_austria_locations__1ee356cb586c50fc397cd1354c1146e9
asten,"Asten, Austria",48.2188234,14.4202806,,,,,,,LegislativeCommittee,"Asten, Austria",,upper_austria_locations,fa2353120a97ad5952d4df59af8d6ae5,upper_austria_locations__fa2353120a97ad5952d4df59af8d6ae5
atschenbach,"Atschenbach, Austria",48.21123,13.8646,,,,,,,Diplomat,"Atschenbach, Austria",,upper_austria_locations,5c340eb1baac5cca2d177ac644e939a9,upper_austria_locations__5c340eb1baac5cca2d177ac644e939a9
attersee am attersee,"Attersee am Attersee, Austria",47.9161072,13.5338605,,,,,,,Consulates,"Attersee am Attersee, Austria",,upper_austria_locations,5d01725a14600113f2e2768b41344346,upper_austria_locations__5d01725a14600113f2e2768b41344346
attnang-puchheim,"Attnang-Puchheim, Austria",48.0159024,13.7180408,,,,,,,space,"Attnang-Puchheim, Austria",,upper_austria_locations,9888aa9da67b36db605e4d0a7e4ea66a,upper_austria_locations__9888aa9da67b36db605e4d0a7e4ea66a
atzbach,"Atzbach, Austria",48.083176,13.7046453,,,,,,,Consulates,"Atzbach, Austria",,upper_austria_locations,baf5c08bb64e6c71673cd9f015791913,upper_austria_locations__baf5c08bb64e6c71673cd9f015791913
atzesberg,"Atzesberg, Austria",48.53903,13.8696999,,,,,,,News,"Atzesberg, Austria",,upper_austria_locations,a10ad0343494fb031816c57a6a73f449,upper_austria_locations__a10ad0343494fb031816c57a6a73f449
atzing,"Atzing, Austria",47.35721,12.79993,,,,,,,Exec,"Atzing, Austria",,upper_austria_locations,fec090c58a5c9b6e3345d743f1d707e3,upper_austria_locations__fec090c58a5c9b6e3345d743f1d707e3
au,"Au, Austria",47.3191926,9.9858329,,,,,,,Organization,"Au, Austria",,upper_austria_locations,89f04fabea4d85ae7981f90debfcd8cb,upper_austria_locations__89f04fabea4d85ae7981f90debfcd8cb
auberg,"Auberg, Austria",48.544107,14.0517042,,,,,,,Diplomat,"Auberg, Austria",,upper_austria_locations,67923dbed08d537db7617793665269b8,upper_austria_locations__67923dbed08d537db7617793665269b8
auerbach,"Auerbach, Austria",48.0649141,13.1083148,,,,,,,Exec,"Auerbach, Austria",,upper_austria_locations,ddf72ec6bf21cf5022b147ff4ff3e1e0,upper_austria_locations__ddf72ec6bf21cf5022b147ff4ff3e1e0
aurach am hongar,"Aurach am Hongar, Austria",47.9516435,13.6732772,,,,,,,Legislator,"Aurach am Hongar, Austria",,upper_austria_locations,22604e61d2af76efd76d8a5f4fda83de,upper_austria_locations__22604e61d2af76efd76d8a5f4fda83de
aurolzmunster,"Aurolzmunster, Austria",48.2476163,13.4561463,,,,,,,Exec,"Aurolzmunster, Austria",,upper_austria_locations,a0ba4a16d84da6865a2ae9b86b715d49,upper_austria_locations__a0ba4a16d84da6865a2ae9b86b715d49
ausserbreitenau,"Ausserbreitenau, Austria",47.87318,14.33042,,,,,,,Keyphrase,"Ausserbreitenau, Austria",,upper_austria_locations,9df49a1f2e5036ed07cf3e2a87600c10,upper_austria_locations__9df49a1f2e5036ed07cf3e2a87600c10
ausserpuhret,"Ausserpuhret, Austria",48.0224876,13.8387081,,,,,,,LegislativeCommittee,"Ausserpuhret, Austria",,upper_austria_locations,fed4f44bca1b5df63e1349533090c420,upper_austria_locations__fed4f44bca1b5df63e1349533090c420
axberg,"Axberg, Austria",48.25565,14.11372,,,,,,,Wells,"Axberg, Austria",,upper_austria_locations,bf1d9ea935b2a2d5e8f2f195f3f62e5c,upper_austria_locations__bf1d9ea935b2a2d5e8f2f195f3f62e5c
bachloh,"Bachloh, Austria",48.06785,13.8847,,,,,,,Legislator,"Bachloh, Austria",,upper_austria_locations,d9c523d6b238e736c16ac8b20c417130,upper_austria_locations__d9c523d6b238e736c16ac8b20c417130
bachmanning,"Bachmanning, Austria",48.1307026,13.7965181,,,,,,,Shipping,"Bachmanning, Austria",,upper_austria_locations,6150955f4f061d7c7e9cf7f35b989297,upper_austria_locations__6150955f4f061d7c7e9cf7f35b989297
backengraben,"Backengraben, Austria",47.94556,14.32884,,,,,,,ForeignMinister,"Backengraben, Austria",,upper_austria_locations,75e13d8fe51360ce8f1b14820b0d6b08,upper_austria_locations__75e13d8fe51360ce8f1b14820b0d6b08
bad goisern am hallstattersee,"Bad Goisern am Hallstattersee, Austria",47.6462201,13.6158884,,,,,,,Consulates,"Bad Goisern am Hallstattersee, Austria",,upper_austria_locations,f1716ecb978364c9923a5cb3b6abf92d,upper_austria_locations__f1716ecb978364c9923a5cb3b6abf92d
bad hall,"Bad Hall, Austria",48.0380697,14.2088574,,,,,,,Organization,"Bad Hall, Austria",,upper_austria_locations,9bd2e95aad88bfa233bbd2ca9c49f098,upper_austria_locations__9bd2e95aad88bfa233bbd2ca9c49f098
bad ischl,"Bad Ischl, Austria",47.7123805,13.6209459,,,,,,,IndustryTerm,"Bad Ischl, Austria",,upper_austria_locations,e4a7341bfa75e617b332cb918dde5891,upper_austria_locations__e4a7341bfa75e617b332cb918dde5891
bad kreuzen,"Bad Kreuzen, Austria",48.2671995,14.8077629,,,,,,,FTO,"Bad Kreuzen, Austria",,upper_austria_locations,a5744ce23d012eda34596140e832c915,upper_austria_locations__a5744ce23d012eda34596140e832c915
bad leonfelden,"Bad Leonfelden, Austria",48.5228052,14.2919642,,,,,,,Keyphrase,"Bad Leonfelden, Austria",,upper_austria_locations,28dcb824ff38fc7e32b8a845150ec01a,upper_austria_locations__28dcb824ff38fc7e32b8a845150ec01a
bad muhllacken,"Bad Muhllacken, Austria",48.36408,14.06433,,,,,,,Diplomat,"Bad Muhllacken, Austria",,upper_austria_locations,c3143de73a885ffcec77fdab131266d4,upper_austria_locations__c3143de73a885ffcec77fdab131266d4
bad schallerbach,"Bad Schallerbach, Austria",48.2313123,13.9200651,,,,,,,ForeignMinistry,"Bad Schallerbach, Austria",,upper_austria_locations,c72c6f18710b0372b06534ec22e0e552,upper_austria_locations__c72c6f18710b0372b06534ec22e0e552
bad wimsbach-neydharting,"Bad Wimsbach-Neydharting, Austria",48.0632067,13.9017771,,,,,,,Refinery,"Bad Wimsbach-Neydharting, Austria",,upper_austria_locations,891de1c4e09d99b24084dc9ef91c837c,upper_austria_locations__891de1c4e09d99b24084dc9ef91c837c
bad zell,"Bad Zell, Austria",48.3486,14.67137,,,,,,,LegislativeCommittee,"Bad Zell, Austria",,upper_austria_locations,daa10693523fadbde998b0ce000352de,upper_austria_locations__daa10693523fadbde998b0ce000352de
baumgarten,"Baumgarten, Austria",48.30886,16.86975,,,,,,,Wells,"Baumgarten, Austria",,upper_austria_locations,7f09e8f7f0f3b1f9a4fb25fe5bcb5f95,upper_austria_locations__7f09e8f7f0f3b1f9a4fb25fe5bcb5f95
baumgartenberg,"Baumgartenberg, Austria",48.2091315,14.7457884,,,,,,,Organization,"Baumgartenberg, Austria",,upper_austria_locations,439553f675eeb3e26bb54b5a1fea5ac1,upper_austria_locations__439553f675eeb3e26bb54b5a1fea5ac1
baumgarting,"Baumgarting, Austria",48.30886,16.86975,,,,,,,AAEntity,"Baumgarting, Austria",,upper_austria_locations,0e0a9b24d9551ee90fd6a84a9b769b18,upper_austria_locations__0e0a9b24d9551ee90fd6a84a9b769b18
berdetschlag,"Berdetschlag, Austria",48.67631,13.8804402,,,,,,,ForeignMinister,"Berdetschlag, Austria",,upper_austria_locations,b74b427a1d1754297afdcf78d7cbce10,upper_austria_locations__b74b427a1d1754297afdcf78d7cbce10
berg,"Berg, Austria",47.9409387,13.5242738,,,,,,,Person,"Berg, Austria",,upper_austria_locations,247d35746ace0c4fac0765cfacf2ffad,upper_austria_locations__247d35746ace0c4fac0765cfacf2ffad
berg im attergau,"Berg im Attergau, Austria",47.94159908,13.52393045,,,,,,,DiplomaticFacilities,"Berg im Attergau, Austria",,upper_austria_locations,f327cfc9de15e35db167ef46e2001736,upper_austria_locations__f327cfc9de15e35db167ef46e2001736
bergham,"Bergham, Austria",48.2812,14.23116,,,,,,,Refinery,"Bergham, Austria",,upper_austria_locations,c9637ec21f175400cc7462dce5d2a92d,upper_austria_locations__c9637ec21f175400cc7462dce5d2a92d
bergheim,"Bergheim, Austria",47.8464521,13.0356505,,,,,,,Organization,"Bergheim, Austria",,upper_austria_locations,704ef3cc07a15639e8e6559d2cc9fae0,upper_austria_locations__704ef3cc07a15639e8e6559d2cc9fae0
bernhardschlag,"Bernhardschlag, Austria",48.53283,14.24597,,,,,,,ForeignMinister,"Bernhardschlag, Austria",,upper_austria_locations,7e55957c315b6b34e5f85c6f56065a5c,upper_austria_locations__7e55957c315b6b34e5f85c6f56065a5c
biburg,"Biburg, Austria",48.19089,13.12085,,,,,,,News,"Biburg, Austria",,upper_austria_locations,5de185c132d8e55ca97f463240a7aec8,upper_austria_locations__5de185c132d8e55ca97f463240a7aec8
bierbaum,"Bierbaum, Austria",46.8292,15.7928699,,,,,,,Shipping,"Bierbaum, Austria",,upper_austria_locations,1482f50c8d425c6f20e978ea958b8197,upper_austria_locations__1482f50c8d425c6f20e978ea958b8197
blumau,"Blumau, Austria",47.1167946,16.0520392,,,,,,,Shipping,"Blumau, Austria",,upper_austria_locations,8e5747f71dd6e29003c60af7da93ec06,upper_austria_locations__8e5747f71dd6e29003c60af7da93ec06
bodendorf,"Bodendorf, Austria",47.11071,14.05979,,,,,,,Consulates,"Bodendorf, Austria",,upper_austria_locations,58e688b4432ba0639b4e980cfc5fbe60,upper_austria_locations__58e688b4432ba0639b4e980cfc5fbe60
bogendorf,"Bogendorf, Austria",46.68403,13.968,,,,,,,Person,"Bogendorf, Austria",,upper_austria_locations,4763565884b3a5499fbd0ea796c54ca5,upper_austria_locations__4763565884b3a5499fbd0ea796c54ca5
