org,caption_name,guid,hq_address,hq_lat,hq_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lark technologies,Lark Technologies,,"Lark Technologies, Mountain View, CA, USA",37.401217,-122.111234,News,Lark Technologies,,bug_bounty_hackerone_mapping,a83a8b54c60f2fe436574b8c37c23369,bug_bounty_hackerone_mapping__a83a8b54c60f2fe436574b8c37c23369
basecamp,Basecamp,,"Basecamp, Chicago, IL, USA",41.8825943,-87.6570911,ForeignMinistry,Basecamp,,bug_bounty_hackerone_mapping,1d2730e6d7b7169e6d59a0f6acfcb2ce,bug_bounty_hackerone_mapping__1d2730e6d7b7169e6d59a0f6acfcb2ce
harvest,Harvest,,"San Francisco, US",37.7756852,-122.4179707,space,Harvest,,bug_bounty_hackerone_mapping,cb49ad33f3491104647183fd72ffb9fe,bug_bounty_hackerone_mapping__cb49ad33f3491104647183fd72ffb9fe
oppo,OPPO,,"OPPO, Dongguan, China",23.029185,113.774315,Refinery,OPPO,,bug_bounty_hackerone_mapping,67843bc0e7e7b09cc369beabf05e9d30,bug_bounty_hackerone_mapping__67843bc0e7e7b09cc369beabf05e9d30
line,LINE,,"Line, Tokyo, Japan",35.6693481,139.7062696,Organization,LINE,,bug_bounty_hackerone_mapping,17b8ef2c330f1430e00c9de5469fc7e7,bug_bounty_hackerone_mapping__17b8ef2c330f1430e00c9de5469fc7e7
kindred group,Kindred Group,ac8c19b75ea0a073ec8b70907622aa21,"Kindred Group, Valletta, Malta",35.9092313,14.5062706,Media,Kindred Group,,bug_bounty_hackerone_mapping,bae84ac09b613d0fc18b09fbfd56a521,bug_bounty_hackerone_mapping__bae84ac09b613d0fc18b09fbfd56a521
khan academy,Khan Academy,,"Khan Academy, Mountain View, California, United States",37.3967304,-122.0839222,ForeignMinistry,Khan Academy,,bug_bounty_hackerone_mapping,a95b436b6afe17af8b20f4f15f3f15ab,bug_bounty_hackerone_mapping__a95b436b6afe17af8b20f4f15f3f15ab
bumble,Bumble,a584f24a21567c2391bea8e33feabdca,"Bumble, London, UK",51.5307062,-0.0936497,CompanyKeyword,Bumble,,bug_bounty_hackerone_mapping,cd297793ff8edde8855221de9ec052d6,bug_bounty_hackerone_mapping__cd297793ff8edde8855221de9ec052d6
kaspersky,Kaspersky,,"Kaspersky, Moscow, Russia",55.8365511,37.4816555,space,Kaspersky,,bug_bounty_hackerone_mapping,071bf7e58e3c1226b3bf96f5abb2dbf5,bug_bounty_hackerone_mapping__071bf7e58e3c1226b3bf96f5abb2dbf5
wakatime,WakaTime,,"WakaTime, San Francisco, CA, USA",37.7749295,-122.4194155,Keyphrase,WakaTime,,bug_bounty_hackerone_mapping,18847fc903d114f0873d5aa80048a7ef,bug_bounty_hackerone_mapping__18847fc903d114f0873d5aa80048a7ef
dashlane,Dashlane,,"Dashlane, New York City, NY, USA",40.7392854,-73.9942513,LegislativeCommittee,Dashlane,,bug_bounty_hackerone_mapping,57f56a7f49444b17887ec94b05f0b571,bug_bounty_hackerone_mapping__57f56a7f49444b17887ec94b05f0b571
instacart,Instacart,,"Instacart, San Francisco, California, United States",37.791302,-122.3963906,FTO,Instacart,,bug_bounty_hackerone_mapping,9de182728b0321e62a8ad3da98916836,bug_bounty_hackerone_mapping__9de182728b0321e62a8ad3da98916836
playstation,PlayStation,61a341a90a1f8e0bd1383a5d95dd458e,"Sony Pictures Studios HQ, Culver City, CA, USA",34.017707,-118.4014313,space,PlayStation,,bug_bounty_hackerone_mapping,3f6fb6f058deeea1407bacefec5265a2,bug_bounty_hackerone_mapping__3f6fb6f058deeea1407bacefec5265a2
unikrn,Unikrn,,"Unikrn, Seattle, Washington, United States",47.614177,-122.201049,Legislator,Unikrn,,bug_bounty_hackerone_mapping,686e30a2a67653257dc1d949516a0f72,bug_bounty_hackerone_mapping__686e30a2a67653257dc1d949516a0f72
quora,Quora,3c5268c54421788e27eb99123704131c,"Quora, Mountain View, California, USA",37.3880555,-122.0822826,Consulates,Quora,,bug_bounty_hackerone_mapping,b586fab9e7f81dc5f5cdb2dadaf1890b,bug_bounty_hackerone_mapping__b586fab9e7f81dc5f5cdb2dadaf1890b
marriott vulnerability disclosure program,Marriott Vulnerability Disclosure Program,96c7d8b3fbb7d4fee6738143b79fcfeb,"Marriot, Bethesda, MD, United States",39.0222446,-77.138212,Pipeline,Marriott Vulnerability Disclosure Program,,bug_bounty_hackerone_mapping,22500c1d29128f23567ff2aa2042bdc7,bug_bounty_hackerone_mapping__22500c1d29128f23567ff2aa2042bdc7
algolia,Algolia,,"Algolia, San Francisco, California, USA",37.7895408,-122.394228,CompanyKeyword,Algolia,,bug_bounty_hackerone_mapping,72ceec27e9e0722c8d38fc944bc2ebc8,bug_bounty_hackerone_mapping__72ceec27e9e0722c8d38fc944bc2ebc8
formassembly,FormAssembly,,"San Francisco, US",37.7756852,-122.4179707,Consulates,FormAssembly,,bug_bounty_hackerone_mapping,d12d3de1794e8f2257d4f8ec4321f0ae,bug_bounty_hackerone_mapping__d12d3de1794e8f2257d4f8ec4321f0ae
irccloud,IRCCloud,,"IRCCloud, London, UK",51.5073509,-0.1277583,ForeignMinister,IRCCloud,,bug_bounty_hackerone_mapping,f890053ece396b73412ede4e176db735,bug_bounty_hackerone_mapping__f890053ece396b73412ede4e176db735
files.com,Files.com,,"Files.com, Las Vegas, NV",36.086996,-115.1731433,FTO,Files.com,,bug_bounty_hackerone_mapping,b2b6975480542a3d1c0ec0d3314ccc0b,bug_bounty_hackerone_mapping__b2b6975480542a3d1c0ec0d3314ccc0b
airtable,Airtable,,"Airtable, San Francisco, California, USA",37.7856178,-122.405426,FTO,Airtable,,bug_bounty_hackerone_mapping,f7769fd96a022a54fb7f615f19e1264e,bug_bounty_hackerone_mapping__f7769fd96a022a54fb7f615f19e1264e
imgur,Imgur,,"Imgur, San Francisco, CA, USA",37.7929158,-122.4046905,News,Imgur,,bug_bounty_hackerone_mapping,bcdc9cd5147d4838f2bc6c005bfce1dd,bug_bounty_hackerone_mapping__bcdc9cd5147d4838f2bc6c005bfce1dd
chaturbate,Chaturbate,,"Chaturbate, San Francisco, CA, USA",37.7749295,-122.4194155,LegislativeCommittee,Chaturbate,,bug_bounty_hackerone_mapping,3057a11458e83749b1a21cd0a7542581,bug_bounty_hackerone_mapping__3057a11458e83749b1a21cd0a7542581
ratelimited,RATELIMITED,,"Ratelimited, New York City, NY, USA",40.7127753,-74.0059728,AAEntity,RATELIMITED,,bug_bounty_hackerone_mapping,7b917711c1cef411d8d2cab3c856b116,bug_bounty_hackerone_mapping__7b917711c1cef411d8d2cab3c856b116
kartpay,Kartpay,,"San Francisco, US",37.7756852,-122.4179707,space,Kartpay,,bug_bounty_hackerone_mapping,4f7845c60c90e088d4203ca3b6ced53a,bug_bounty_hackerone_mapping__4f7845c60c90e088d4203ca3b6ced53a
brave software,Brave Software,,"Brave Technologies, Austin, TX, USA",30.3532207,-97.7493308,AAEntity,Brave Software,,bug_bounty_hackerone_mapping,2e7b7558cef7199fd5b6967017daa328,bug_bounty_hackerone_mapping__2e7b7558cef7199fd5b6967017daa328
tomtom,TomTom,943b59830430191885827a749c7d8363,"TomTom, Amsterdam, The Netherlands",52.3772447,4.9097688,News,TomTom,,bug_bounty_hackerone_mapping,707e8f09260192a8637894faf8903d03,bug_bounty_hackerone_mapping__707e8f09260192a8637894faf8903d03
vhx,VHX,,"VHX, New York City, NY, USA",40.7024162,-73.9840502,IndustryTerm,VHX,,bug_bounty_hackerone_mapping,e06313d684cbb85d370094317c8aa658,bug_bounty_hackerone_mapping__e06313d684cbb85d370094317c8aa658
scopely,Scopely,,"Scopely, Los Angeles, CA, USA",34.0257779,-118.3804482,Keyphrase,Scopely,,bug_bounty_hackerone_mapping,b9043d57ceba21a4d4136211c30b0031,bug_bounty_hackerone_mapping__b9043d57ceba21a4d4136211c30b0031
fetlife,FetLife,,"FetLife, Vancouver, BC, Canada",49.3086466,-123.0408254,IndustryTerm,FetLife,,bug_bounty_hackerone_mapping,e52b1c49632760d81380ad3464bf8b19,bug_bounty_hackerone_mapping__e52b1c49632760d81380ad3464bf8b19
grammarly,Grammarly,,"Grammarly, San Francisco, CA, USA",37.790047,-122.400874,DiplomaticFacilities,Grammarly,,bug_bounty_hackerone_mapping,946acbc8613c0e8156d290ecfd144c95,bug_bounty_hackerone_mapping__946acbc8613c0e8156d290ecfd144c95
tiktok,TikTok,2bf23a2c9aa1a7926027916cf6946500,"Bytedance, Beijing, China",39.9721322,116.3295454,Refinery,TikTok,,bug_bounty_hackerone_mapping,d7a9a3e2a98999afaa77e64983165058,bug_bounty_hackerone_mapping__d7a9a3e2a98999afaa77e64983165058
cloudflare vulnerability disclosure,Cloudflare Vulnerability Disclosure,2e02d9310b0cf64668cdbb4a0a923b1e,"Cloudflare, San Francisco, CA, USA",37.7802866,-122.3907504,Diplomat,Cloudflare Vulnerability Disclosure,,bug_bounty_hackerone_mapping,8d301d5a727c13d7e56333e564ff573c,bug_bounty_hackerone_mapping__8d301d5a727c13d7e56333e564ff573c
expressionengine,ExpressionEngine,,"ExpressionEngine, Santa Barbara, CA, USA",34.4139629,-119.848947,ForeignMinister,ExpressionEngine,,bug_bounty_hackerone_mapping,069a9301c12c8f1ec549849c55ca9f2e,bug_bounty_hackerone_mapping__069a9301c12c8f1ec549849c55ca9f2e
showmax,Showmax,,"Showmax, Cape Town, South Africa",-26.13265,27.9778769,Person,Showmax,,bug_bounty_hackerone_mapping,df4d35cd5376d6e3ac82ad997cdb0c0a,bug_bounty_hackerone_mapping__df4d35cd5376d6e3ac82ad997cdb0c0a
amazon vulnerability research program,Amazon Vulnerability Research Program,32ec5fc746a720416749e18927068772,"Amazon HQ, Seattle, WA, USA",47.6224351,-122.3366634,Legislator,Amazon Vulnerability Research Program,,bug_bounty_hackerone_mapping,9bb2eddad02919093d3aa9fb68b46f75,bug_bounty_hackerone_mapping__9bb2eddad02919093d3aa9fb68b46f75
tts bug bounty,TTS Bug Bounty,,"San Francisco, US",37.7756852,-122.4179707,News,TTS Bug Bounty,,bug_bounty_hackerone_mapping,bdc5e244467de649a53ab1ba365f4e40,bug_bounty_hackerone_mapping__bdc5e244467de649a53ab1ba365f4e40
greenhouse.io,Greenhouse.io,,"Greenhouse, New York City, NY, USA",40.7397579,-73.9076876,Consulates,Greenhouse.io,,bug_bounty_hackerone_mapping,1ebbf658615b909658637de8217d13bd,bug_bounty_hackerone_mapping__1ebbf658615b909658637de8217d13bd
nordvpn,NordVPN,,"San Francisco, US",,,Organization,NordVPN,,bug_bounty_hackerone_mapping,805c55dc44892858629e9bf3f61e2329,bug_bounty_hackerone_mapping__805c55dc44892858629e9bf3f61e2329
coursera,Coursera,,"Coursera, Mountain View, CA, USA",37.3868492,-122.060844,DiplomaticFacilities,Coursera,,bug_bounty_hackerone_mapping,31a74a3d90482bebd296c057539e548c,bug_bounty_hackerone_mapping__31a74a3d90482bebd296c057539e548c
h1-ctf,h1-ctf,,"San Francisco, US",37.7756852,-122.4179707,LegislativeCommittee,h1-ctf,,bug_bounty_hackerone_mapping,3a40b2e941dd8f280b626f09b8344637,bug_bounty_hackerone_mapping__3a40b2e941dd8f280b626f09b8344637
mediamarktsaturn,MediaMarktSaturn,,"MediaMarktSaturn, Ingolstadt, Germany",48.7473751,11.4722954,AAEntity,MediaMarktSaturn,,bug_bounty_hackerone_mapping,a05e80cd1c773a28627bc04b87108113,bug_bounty_hackerone_mapping__a05e80cd1c773a28627bc04b87108113
keybase,Keybase,,"Keybase, San Jose, CA, United States",37.3382082,-121.8863286,space,Keybase,,bug_bounty_hackerone_mapping,ef9ec94c54770b31813afa8ce4c70ffd,bug_bounty_hackerone_mapping__ef9ec94c54770b31813afa8ce4c70ffd
goodrx,GoodRx,,"GoodRX, Santa Monica, CA, United States",34.0289253,-118.4682388,Organization,GoodRx,,bug_bounty_hackerone_mapping,6537cd7c16545429c61007dfbd2301a8,bug_bounty_hackerone_mapping__6537cd7c16545429c61007dfbd2301a8
livestream,Livestream,,"Livestream, New York City, NY, United States",40.7845911,-73.9732002,Consulates,Livestream,,bug_bounty_hackerone_mapping,9dd17948d276d5d6bd91ca20d52a79e9,bug_bounty_hackerone_mapping__9dd17948d276d5d6bd91ca20d52a79e9
weblate,Weblate,,"San Francisco, US",37.7756852,-122.4179707,space,Weblate,,bug_bounty_hackerone_mapping,c4c1b0c6f018b86ca47c1213f8c7007b,bug_bounty_hackerone_mapping__c4c1b0c6f018b86ca47c1213f8c7007b
moneybird,Moneybird,,"Moneybird, Overijssel, Netherlands",52.2333474,6.8902068,Person,Moneybird,,bug_bounty_hackerone_mapping,caa4cd740517088d29388614feb31a28,bug_bounty_hackerone_mapping__caa4cd740517088d29388614feb31a28
matomo,Matomo,,"Matomo, Wellington, NZ",-41.2923814,174.7787463,Exec,Matomo,,bug_bounty_hackerone_mapping,440e46d0e89145432434f153b8c34fb5,bug_bounty_hackerone_mapping__440e46d0e89145432434f153b8c34fb5
postmates,Postmates,98dd28b1ff67c92991ea5cbac2de3949,"Postmates, San Francisco, CA, United States",37.7850203,-122.3999147,LegislativeCommittee,Postmates,,bug_bounty_hackerone_mapping,32190f07783f984b50753858814986ee,bug_bounty_hackerone_mapping__32190f07783f984b50753858814986ee
digitalocean,DigitalOcean,,"DigitalOcean, New York City, NY, United States",40.723278,-74.005577,Legislator,DigitalOcean,,bug_bounty_hackerone_mapping,73a76fbbbd72a5aebae27785fa05c794,bug_bounty_hackerone_mapping__73a76fbbbd72a5aebae27785fa05c794
omise,Omise,,"Omise, Bangkok, Thailand",13.8023065,100.6189984,Shipping,Omise,,bug_bounty_hackerone_mapping,7640ce2591c0efa621129de950ff8ab3,bug_bounty_hackerone_mapping__7640ce2591c0efa621129de950ff8ab3
palo alto software,Palo Alto Software,0a83692ffa77e3b43873fb69088cc890,"Palo Alto Software,Eugene, Oregon, United States",44.049762,-123.0931081,Pipeline,Palo Alto Software,,bug_bounty_hackerone_mapping,9563c584fe7a3f9cd8f9f05b4a22fc4d,bug_bounty_hackerone_mapping__9563c584fe7a3f9cd8f9f05b4a22fc4d
deliveroo,Deliveroo,,"Deliveroo, London, United Kingdom",51.5433652,-0.1148226,Diplomat,Deliveroo,,bug_bounty_hackerone_mapping,6e76e8fc9f02e47e7ca84fe57b141132,bug_bounty_hackerone_mapping__6e76e8fc9f02e47e7ca84fe57b141132
shipt,Shipt,,"Shipt, Birmingham, Alabama, United States",33.5175416,-86.8082301,News,Shipt,,bug_bounty_hackerone_mapping,4e140ad5e89a70312cc939025d7201e5,bug_bounty_hackerone_mapping__4e140ad5e89a70312cc939025d7201e5
binary.com,Binary.com,,"Binary.com, Saint Vincent and the Grenadines",37.7932977,-122.4226656,Pipeline,Binary.com,,bug_bounty_hackerone_mapping,862272b59ec8279d3ecc2d894a2bb269,bug_bounty_hackerone_mapping__862272b59ec8279d3ecc2d894a2bb269
casper,Casper,,"Casper, New York City, NY, United States",40.7114614,-74.011949,Wells,Casper,,bug_bounty_hackerone_mapping,e864a59d5d3fb7d439dd4ddd4797ab22,bug_bounty_hackerone_mapping__e864a59d5d3fb7d439dd4ddd4797ab22
trustpilot,Trustpilot,,"Trustpilot, Copenhagen, Denmark",55.6819113,12.5782437,space,Trustpilot,,bug_bounty_hackerone_mapping,ecce95287303488cc5b252dfaf449abc,bug_bounty_hackerone_mapping__ecce95287303488cc5b252dfaf449abc
the internet,The Internet,,"The Internet, Los Angeles, CA, United States",34.0481615,-118.2559876,Shipping,The Internet,,bug_bounty_hackerone_mapping,1908c6cd3a2f276b4fb5c2b631e27a18,bug_bounty_hackerone_mapping__1908c6cd3a2f276b4fb5c2b631e27a18
bitso,Bitso,,"Bitso, Campos Eliseos, México DF, México",19.4295734,-99.2030249,Media,Bitso,,bug_bounty_hackerone_mapping,dd194211894e7e5cd8e6845c533a0848,bug_bounty_hackerone_mapping__dd194211894e7e5cd8e6845c533a0848
equifax,Equifax,0e3be804f379750d14f52fb8a7857b6d,"Equifax, Atlanta, Georgia, United States",33.7967129,-84.3887262,Consulates,Equifax,,bug_bounty_hackerone_mapping,eac48dd6ddeeb9c824e92abc3d865c79,bug_bounty_hackerone_mapping__eac48dd6ddeeb9c824e92abc3d865c79
upserve,Upserve,,"Upserve, Providence, Rhode Island, United States",41.823982,-71.411865,Exec,Upserve,,bug_bounty_hackerone_mapping,a469ddf4d11bb71398d0cee681a5d2e7,bug_bounty_hackerone_mapping__a469ddf4d11bb71398d0cee681a5d2e7
clario,Clario,,"Clario, Dubai, UAE",25.1163586,55.3901723,DiplomaticFacilities,Clario,,bug_bounty_hackerone_mapping,ac0df556a7732e3d7ec1b52c047a0533,bug_bounty_hackerone_mapping__ac0df556a7732e3d7ec1b52c047a0533
urban dictionary,Urban Dictionary,,"Urban Dictionary, San Francisco, CA, United States",37.7749295,-122.4194155,Diplomat,Urban Dictionary,,bug_bounty_hackerone_mapping,2066459cd54f7b74590c924fbebaffb8,bug_bounty_hackerone_mapping__2066459cd54f7b74590c924fbebaffb8
discourse,Discourse,,"Discourse, San Francisco Bay Area, CA, United States",37.7620372,-122.4267226,Pipeline,Discourse,,bug_bounty_hackerone_mapping,adc0912748756fd9f53de55d50b06bde,bug_bounty_hackerone_mapping__adc0912748756fd9f53de55d50b06bde
rocket.chat,Rocket.Chat,,"Rocket.Chat, Porto Alegre, Rio Grande do Sul, Brazil",-30.0359503,-51.162236,Person,Rocket.Chat,,bug_bounty_hackerone_mapping,dbab6219057d39f16455a9affaca6c7e,bug_bounty_hackerone_mapping__dbab6219057d39f16455a9affaca6c7e
https://t.co/botsLHdWLZ,Rocket.Chat,,"Rocket.Chat, Porto Alegre, Rio Grande do Sul, Brazil",-30.0359503,-51.162236,FTO,Rocket.Chat,,bug_bounty_hackerone_mapping,dbab6219057d39f16455a9affaca6c7e,bug_bounty_hackerone_mapping__dbab6219057d39f16455a9affaca6c7e
capital one,Capital One,11a15878b8b8b4b13fc8246f628fa84b,"Capital One HQ, McLean, VA, USA",38.9259133,-77.211932,Wells,Capital One,,bug_bounty_hackerone_mapping,69d59a17f8e7d182ae0e0368c9eec9ac,bug_bounty_hackerone_mapping__69d59a17f8e7d182ae0e0368c9eec9ac
topcoder,Topcoder,,"Topcoder, Glastonbury, CT, United States",41.6861794,-72.5450779,Consulates,Topcoder,,bug_bounty_hackerone_mapping,84eb110c3ff9f88bded597db25f4f4a7,bug_bounty_hackerone_mapping__84eb110c3ff9f88bded597db25f4f4a7
crypto.com,Crypto.com,,"Crypto.com, Sai Wan, Hong Kong Island, Hong Kong",22.2847349,114.1509156,Media,Crypto.com,,bug_bounty_hackerone_mapping,27f7e78bb560ecd740b61d529bc4db06,bug_bounty_hackerone_mapping__27f7e78bb560ecd740b61d529bc4db06
goldman sachs,Goldman Sachs,d7da147afcfd4a6f38e43898c7054765,"The Goldman Sachs Group HQ, New York, NY, USA",40.7148391,-74.0144076,Keyphrase,Goldman Sachs,,bug_bounty_hackerone_mapping,d81a3a023d342920551254d6f821d7b2,bug_bounty_hackerone_mapping__d81a3a023d342920551254d6f821d7b2
robinhood,Robinhood,1dbbdf520113911ec2b69c72c230a40b,"Robinhood, Menlo Park, CA, United States",37.4544245,-122.164937,Wells,Robinhood,,bug_bounty_hackerone_mapping,9edefa91d42fbdafe3ac64065c9d503b,bug_bounty_hackerone_mapping__9edefa91d42fbdafe3ac64065c9d503b
datastax,DataStax,,"Datastax, Santa Clara, California, United States",37.3871315,-121.9739272,Diplomat,DataStax,,bug_bounty_hackerone_mapping,9b036bd16dbe90073ac1641ffc2be472,bug_bounty_hackerone_mapping__9b036bd16dbe90073ac1641ffc2be472
nutanix,Nutanix,c8d411e4d664f1f9ff9fdadd1c1e88ee,"Nutanix, San Jose, CA, United States",37.367648,-121.9181103,ForeignMinistry,Nutanix,,bug_bounty_hackerone_mapping,bb88c75c573c51be16c7d85804e7a9fe,bug_bounty_hackerone_mapping__bb88c75c573c51be16c7d85804e7a9fe
bime,Bime,,"Bime, Montpellier, Languedoc-Roussillon, France",43.6092379,3.8841848,CompanyKeyword,Bime,,bug_bounty_hackerone_mapping,c4071cd725b46174a198b23d366ac18b,bug_bounty_hackerone_mapping__c4071cd725b46174a198b23d366ac18b
lifeomic,LifeOmic,,"LifeOmic, Indianapolis, IN, United States",39.7806776,-86.1656211,Wells,LifeOmic,,bug_bounty_hackerone_mapping,a4dc28ac14f8b6cf1055fa4c9134adb8,bug_bounty_hackerone_mapping__a4dc28ac14f8b6cf1055fa4c9134adb8
lyst,Lyst,,"Lyst, London, England, United Kingdom",51.5102172,-0.0814079,Legislator,Lyst,,bug_bounty_hackerone_mapping,0fa968e51b5a323fcca154d7886ea1d4,bug_bounty_hackerone_mapping__0fa968e51b5a323fcca154d7886ea1d4
blockchain,Blockchain,,"Blockchain, London, England, United Kingdom",51.5032401,-0.0920083,IndustryTerm,Blockchain,,bug_bounty_hackerone_mapping,3cc377f79bda308c750459a2caf7fc38,bug_bounty_hackerone_mapping__3cc377f79bda308c750459a2caf7fc38
"owox, inc.","OWOX, Inc.",,"OWOX, Inc., Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",48.458289,35.069506,Pipeline,"OWOX, Inc.",,bug_bounty_hackerone_mapping,49cc271e4ea1fa469001c6aeca632abd,bug_bounty_hackerone_mapping__49cc271e4ea1fa469001c6aeca632abd
lowe's response,Lowe's Response,,"Lowe's Response,",36.418518,-94.224178,Refinery,Lowe's Response,,bug_bounty_hackerone_mapping,7b8579c2841dbdbdaad7ad5474c91548,bug_bounty_hackerone_mapping__7b8579c2841dbdbdaad7ad5474c91548
avito,Avito,,"Avito, Moscow, Moscow City, Russian Federation",55.7785944,37.587925,DiplomaticFacilities,Avito,,bug_bounty_hackerone_mapping,3e904370b069b9a59297be7f4603f6c4,bug_bounty_hackerone_mapping__3e904370b069b9a59297be7f4603f6c4
netlify,Netlify,,"Netlify, San Francisco, CA, United States",37.7596149,-122.3881892,FTO,Netlify,,bug_bounty_hackerone_mapping,4cde4dfabc445d8ebe90e7d43ade369c,bug_bounty_hackerone_mapping__4cde4dfabc445d8ebe90e7d43ade369c
nintendo,Nintendo,f0397455f681e1df28bf6a4ae93c9527,"Ninentdo, Redmond, WA, United States",47.6540053,-122.1416157,Consulates,Nintendo,,bug_bounty_hackerone_mapping,073b7e4ff1d153a52b07eadb5898cb92,bug_bounty_hackerone_mapping__073b7e4ff1d153a52b07eadb5898cb92
smule,Smule,,"Smule, San Francisco, CA, United States",37.5577221,-121.9718755,Exec,Smule,,bug_bounty_hackerone_mapping,2ec2006634d619a879f5c3bddb448c1a,bug_bounty_hackerone_mapping__2ec2006634d619a879f5c3bddb448c1a
pixiv,pixiv,,"Pixiv, Tokyo, Tokyo, Japan",35.6809695,139.7067524,Organization,pixiv,,bug_bounty_hackerone_mapping,5193c417ef2a517505a3f2305b05c84e,bug_bounty_hackerone_mapping__5193c417ef2a517505a3f2305b05c84e
magisto,Magisto,,"Magisto, Menlo Park, CA, United States",37.4529598,-122.1817252,Legislator,Magisto,,bug_bounty_hackerone_mapping,21b96fff152141d960058fd76d2608f4,bug_bounty_hackerone_mapping__21b96fff152141d960058fd76d2608f4
mainwp,MainWP,,"San Francisco, CA, United States",28.3309093,-82.5708154,Person,MainWP,,bug_bounty_hackerone_mapping,d4449b29c50100be718dd971d1871aab,bug_bounty_hackerone_mapping__d4449b29c50100be718dd971d1871aab
python (ibb),Python (IBB),,"Python, Delaware, US",44.419405,26.117398,IndustryTerm,Python (IBB),,bug_bounty_hackerone_mapping,786c08a310e66fcfd0c962f0c0e55bd7,bug_bounty_hackerone_mapping__786c08a310e66fcfd0c962f0c0e55bd7
localize,Localize,,"Localize, New York City, NY, United States",40.7351381,-73.9882447,ForeignMinistry,Localize,,bug_bounty_hackerone_mapping,e2a96711de575dd24b90c0b2777f88b8,bug_bounty_hackerone_mapping__e2a96711de575dd24b90c0b2777f88b8
rubygems,RubyGems,,"RubyGems,",37.7932977,-122.4226656,IndustryTerm,RubyGems,,bug_bounty_hackerone_mapping,f95b2ed3c681ac9ef78acfe002ef67f5,bug_bounty_hackerone_mapping__f95b2ed3c681ac9ef78acfe002ef67f5
smartsheet,Smartsheet,c1e92dbcc0398cc5b725488e1b8cbc7f,"Smartsheet, Bellevue, WA, United States",47.6175814,-122.2001491,space,Smartsheet,,bug_bounty_hackerone_mapping,668bff45b897f48b773b954be511d3d0,bug_bounty_hackerone_mapping__668bff45b897f48b773b954be511d3d0
cs money,CS Money,,"CS Money,  Limassol, Cyprus",34.6881693,33.0677751,Keyphrase,CS Money,,bug_bounty_hackerone_mapping,1c66eab6ce05a66f2ea0ad45c561a3cc,bug_bounty_hackerone_mapping__1c66eab6ce05a66f2ea0ad45c561a3cc
helium,Helium,,"Helium, San Francisco, CA, United States",37.7542515,-122.3874579,FTO,Helium,,bug_bounty_hackerone_mapping,baa8b7cbfdc69e07e225af7707db35a4,bug_bounty_hackerone_mapping__baa8b7cbfdc69e07e225af7707db35a4
glasswire,GlassWire,,"GlassWire, Austin, TX, United States",30.267153,-97.7430608,ForeignMinistry,GlassWire,,bug_bounty_hackerone_mapping,407cc7b58ba34d4afbdf770e41fccb0a,bug_bounty_hackerone_mapping__407cc7b58ba34d4afbdf770e41fccb0a
figma,Figma,,"Figma, San Francisco, CA, United States",37.787132,-122.4004956,Person,Figma,,bug_bounty_hackerone_mapping,a86fc3430821f57f16c0c8b000acf401,bug_bounty_hackerone_mapping__a86fc3430821f57f16c0c8b000acf401
wells fargo,Wells Fargo,d9d5c8ff5b1f43a93a3991d4472355af,"Wells Fargo HQ, San Francisco, CA, USA",37.7889704,-122.4013125,CompanyKeyword,Wells Fargo,,bug_bounty_hackerone_mapping,db9756cc1ba8953cec0b0d95989cfe39,bug_bounty_hackerone_mapping__db9756cc1ba8953cec0b0d95989cfe39
recargapay,RecargaPay,,"RecargaPay, São Paulo, Sao Paulo, Brazil",37.7932977,-122.4226656,FTO,RecargaPay,,bug_bounty_hackerone_mapping,ab525790c3e4c2cb981d95395fb9e520,bug_bounty_hackerone_mapping__ab525790c3e4c2cb981d95395fb9e520
mattermost,Mattermost,,"Mattermost, Palo Alto, CA, United States",37.4493401,-122.1599696,Keyphrase,Mattermost,,bug_bounty_hackerone_mapping,ecb6ff3992a12e3be49b73ca8a11f5c5,bug_bounty_hackerone_mapping__ecb6ff3992a12e3be49b73ca8a11f5c5
flickr,Flickr,,"Flickr, Sunnyvale, CA, United States",37.36883,-122.0363496,ForeignMinistry,Flickr,,bug_bounty_hackerone_mapping,3b0f3a25d07e5d9dbdf98db15ee70410,bug_bounty_hackerone_mapping__3b0f3a25d07e5d9dbdf98db15ee70410
endless group,Endless Group,,"Endless Group, Leeds, England, United Kingdom",53.7950468,-1.5518528,DiplomaticFacilities,Endless Group,,bug_bounty_hackerone_mapping,269b7f9c1d51245a9c6a710cb191024e,bug_bounty_hackerone_mapping__269b7f9c1d51245a9c6a710cb191024e
top echelon software,Top Echelon Software,,"Top Echelon Software, Canton, OH, United States",40.8525858,-81.4342782,Person,Top Echelon Software,,bug_bounty_hackerone_mapping,9c4e6198108de4d5692cc109de56f028,bug_bounty_hackerone_mapping__9c4e6198108de4d5692cc109de56f028
pillar project worldwide limited,Pillar Project Worldwide Limited,,"Pillar Project Worldwide Limited, London, England, United Kingdom",51.5214493,-0.0816498,Shipping,Pillar Project Worldwide Limited,,bug_bounty_hackerone_mapping,af29b28090f844f837e49a249b889838,bug_bounty_hackerone_mapping__af29b28090f844f837e49a249b889838
