keyword,caption_name,groups,topic_id,entity_type,guid,Lat,Lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
transportation security administration,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,4818ed780073bc20fefb593400be8059,dgm_tsa_mentioned_entities__4818ed780073bc20fefb593400be8059
ustsa,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,bd8f7896cd41afe7ac07e2256c488648,dgm_tsa_mentioned_entities__bd8f7896cd41afe7ac07e2256c488648
us tsa,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,8b87d3ae3a649a9999d283672d945266,dgm_tsa_mentioned_entities__8b87d3ae3a649a9999d283672d945266
tsa leadership,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,8ffdb4e161721fb0db7cc66f588905b7,dgm_tsa_mentioned_entities__8ffdb4e161721fb0db7cc66f588905b7
إدارة أمن النقل,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,fc222f31ea86a2fba539648958c2dc9c,dgm_tsa_mentioned_entities__fc222f31ea86a2fba539648958c2dc9c
تي أس أي,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,261ac0e81218847cb09fef0ebcb3d1b8,dgm_tsa_mentioned_entities__261ac0e81218847cb09fef0ebcb3d1b8
إدارة أمن النقل الأمريكية,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,d8c56ac299aac6d8ac70c42fdb99481e,dgm_tsa_mentioned_entities__d8c56ac299aac6d8ac70c42fdb99481e
إدارة أمن المواصلات,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,a758636cff04cd375466cd7edcb17356,dgm_tsa_mentioned_entities__a758636cff04cd375466cd7edcb17356
إدارة أمن المواصلات الأمريكية,US Transportation Security Administration,agency,,agency,,,,Agency,US Transportation Security Administration,,dgm_tsa_mentioned_entities,31c0d163891cf86d2c09d2b9bf53b7dc,dgm_tsa_mentioned_entities__31c0d163891cf86d2c09d2b9bf53b7dc
tsa_pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,a40dd27b28b6d1588c220e3965e8382c,dgm_tsa_mentioned_entities__a40dd27b28b6d1588c220e3965e8382c
david p. pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,b0f6b2ab7e41fbf963213b8b835cb278,dgm_tsa_mentioned_entities__b0f6b2ab7e41fbf963213b8b835cb278
david p pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,6a9edf6fc8b7ee868f98558241152414,dgm_tsa_mentioned_entities__6a9edf6fc8b7ee868f98558241152414
david pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,26991eecc0cce5392afcc1faf6add0cc,dgm_tsa_mentioned_entities__26991eecc0cce5392afcc1faf6add0cc
davidpekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,98ff6f274b9203014833c500840d1393,dgm_tsa_mentioned_entities__98ff6f274b9203014833c500840d1393
davidppekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,6963a8f3cc09dd59d5da9a7192c8e1f4,dgm_tsa_mentioned_entities__6963a8f3cc09dd59d5da9a7192c8e1f4
tsa administrator,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,72f1c79e506f2b2a6ff2d86719f792ad,dgm_tsa_mentioned_entities__72f1c79e506f2b2a6ff2d86719f792ad
administrator of tsa,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,0b2c40feca02b205a19194eb93baaa03,dgm_tsa_mentioned_entities__0b2c40feca02b205a19194eb93baaa03
tsaadministrator,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,a9a8bbff9d6ad0893fb64268be1e111a,dgm_tsa_mentioned_entities__a9a8bbff9d6ad0893fb64268be1e111a
administratoroftsa,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,47438cb3c5a54aaa7995185f265732d7,dgm_tsa_mentioned_entities__47438cb3c5a54aaa7995185f265732d7
tsa administrater,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,e00189854f06e311495051ff81f0969c,dgm_tsa_mentioned_entities__e00189854f06e311495051ff81f0969c
administrater of tsa,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,81b496053b08e031a6a74ae3ec090260,dgm_tsa_mentioned_entities__81b496053b08e031a6a74ae3ec090260
tsaadministrater,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,929bd72735c3fa961e339bd9c3e239ba,dgm_tsa_mentioned_entities__929bd72735c3fa961e339bd9c3e239ba
administrateroftsa,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,40cf400302bc40e3e20e7a42c88615f3,dgm_tsa_mentioned_entities__40cf400302bc40e3e20e7a42c88615f3
(tsa; pekoske),TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,7b6288cc5bc5b2966b7cc76f25ba0906,dgm_tsa_mentioned_entities__7b6288cc5bc5b2966b7cc76f25ba0906
@tsa_pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,277926411ec12306a9a0528e974f4c19,dgm_tsa_mentioned_entities__277926411ec12306a9a0528e974f4c19
#tsa_pekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,bab21e1dda85dac7b9ba0caf9fc3b234,dgm_tsa_mentioned_entities__bab21e1dda85dac7b9ba0caf9fc3b234
#tsapekoske,TSA Administrator Pekoske,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Administrator Pekoske,,dgm_tsa_mentioned_entities,cc3db0e1bcaca2828d28b4b2a7c1109e,dgm_tsa_mentioned_entities__cc3db0e1bcaca2828d28b4b2a7c1109e
tsa deputy administrator,TSA Deputy Administrator,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Administrator,,dgm_tsa_mentioned_entities,f43bf63254d810169210319445b1f719,dgm_tsa_mentioned_entities__f43bf63254d810169210319445b1f719
tsadeputyadministrator,TSA Deputy Administrator,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Administrator,,dgm_tsa_mentioned_entities,5f495d79c28740cccef69ef75806ce43,dgm_tsa_mentioned_entities__5f495d79c28740cccef69ef75806ce43
tsa deputy administrater,TSA Deputy Administrator,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Administrator,,dgm_tsa_mentioned_entities,80cc57b3ca860f934b365b62c06cd0bb,dgm_tsa_mentioned_entities__80cc57b3ca860f934b365b62c06cd0bb
tsadeputyadministrater,TSA Deputy Administrator,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Administrator,,dgm_tsa_mentioned_entities,33a09935bf1d92fde9f61c7c9af35630,dgm_tsa_mentioned_entities__33a09935bf1d92fde9f61c7c9af35630
michael a. ondocin,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,90bfc52df0095035865df0328268e542,dgm_tsa_mentioned_entities__90bfc52df0095035865df0328268e542
michael a ondocin,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,427e08af7081be9cb68f2cca9c4f8393,dgm_tsa_mentioned_entities__427e08af7081be9cb68f2cca9c4f8393
michael ondocin,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,3681ddf8f80c142c46a00316fc411edc,dgm_tsa_mentioned_entities__3681ddf8f80c142c46a00316fc411edc
michaelondocin,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,315d95bfe4cad1c8a11304b6c24e85f7,dgm_tsa_mentioned_entities__315d95bfe4cad1c8a11304b6c24e85f7
michaelaondocin,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,984a6bc37d678ff6c9100e8a9e6a0197,dgm_tsa_mentioned_entities__984a6bc37d678ff6c9100e8a9e6a0197
fams director,TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,666090607c5a9f8807fdc5cfa88b72b9,dgm_tsa_mentioned_entities__666090607c5a9f8807fdc5cfa88b72b9
(air marshal; ondocin),TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,9350d5bf56c8e64b0d84a0248f40fb96,dgm_tsa_mentioned_entities__9350d5bf56c8e64b0d84a0248f40fb96
(tsa; michael ondocin),TSA Executive Assistant Administrator Ondocin,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Ondocin,,dgm_tsa_mentioned_entities,d2488ad8e33024223f964ac3cf94eb4a,dgm_tsa_mentioned_entities__d2488ad8e33024223f964ac3cf94eb4a
stacy fitzmaurice,TSA Executive Assistant Administrator Fitzmaurice,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Fitzmaurice,,dgm_tsa_mentioned_entities,83473afdf27882bec4cc5a83af182ae6,dgm_tsa_mentioned_entities__83473afdf27882bec4cc5a83af182ae6
stacyfitzmaurice,TSA Executive Assistant Administrator Fitzmaurice,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Fitzmaurice,,dgm_tsa_mentioned_entities,7752639910d5b1c7e3bc73bd7ab96f0b,dgm_tsa_mentioned_entities__7752639910d5b1c7e3bc73bd7ab96f0b
(tsa; stacy fitzmaurice),TSA Executive Assistant Administrator Fitzmaurice,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Fitzmaurice,,dgm_tsa_mentioned_entities,90df1a71a3009b8bcf626b1b5fb9e262,dgm_tsa_mentioned_entities__90df1a71a3009b8bcf626b1b5fb9e262
darby lajoye,TSA Executive Assistant Administrator LaJoye,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator LaJoye,,dgm_tsa_mentioned_entities,ed3d146a76228b29a0954229f3236bf8,dgm_tsa_mentioned_entities__ed3d146a76228b29a0954229f3236bf8
darbylajoye,TSA Executive Assistant Administrator LaJoye,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator LaJoye,,dgm_tsa_mentioned_entities,7c832d63673705edcd6c4af4bf83607e,dgm_tsa_mentioned_entities__7c832d63673705edcd6c4af4bf83607e
(tsa; darby lajoye),TSA Executive Assistant Administrator LaJoye,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator LaJoye,,dgm_tsa_mentioned_entities,48e43dd1b02b7bdcc944b6cf9deeb3b7,dgm_tsa_mentioned_entities__48e43dd1b02b7bdcc944b6cf9deeb3b7
tirrell d. stevenson,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,902d8669b484b4d802beafde28a5fe7c,dgm_tsa_mentioned_entities__902d8669b484b4d802beafde28a5fe7c
tirrell d stevenson,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,5f331a8ed10faff251ccd1e25c6c505c,dgm_tsa_mentioned_entities__5f331a8ed10faff251ccd1e25c6c505c
tirrell stevenson,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,afd557aaf77bef71e08d1cca0dd10e3c,dgm_tsa_mentioned_entities__afd557aaf77bef71e08d1cca0dd10e3c
tirrellstevenson,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,325ffee1ae181e2b6826647e1504d0a5,dgm_tsa_mentioned_entities__325ffee1ae181e2b6826647e1504d0a5
(tsa; tirrell stevenson),TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,456048488fb2104f9789648e5ba66b58,dgm_tsa_mentioned_entities__456048488fb2104f9789648e5ba66b58
tds9912,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,ac8ad757ec0d57f5b2fd8ca091a234c6,dgm_tsa_mentioned_entities__ac8ad757ec0d57f5b2fd8ca091a234c6
tirrelldstevenson,TSA Deputy Executive Assistant Administrator Stevenson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Stevenson,,dgm_tsa_mentioned_entities,78e0d221f499a8d58656ddf71df18141,dgm_tsa_mentioned_entities__78e0d221f499a8d58656ddf71df18141
thomas bush,TSA Deputy Executive Assistant Administrator Bush,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Bush,,dgm_tsa_mentioned_entities,03bfb99f4e849b132c265b7d89c8937d,dgm_tsa_mentioned_entities__03bfb99f4e849b132c265b7d89c8937d
thomasbush,TSA Deputy Executive Assistant Administrator Bush,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Bush,,dgm_tsa_mentioned_entities,9cc7c805e192af1a9740c3659b34b5bc,dgm_tsa_mentioned_entities__9cc7c805e192af1a9740c3659b34b5bc
(tsa; thomas bush),TSA Deputy Executive Assistant Administrator Bush,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Bush,,dgm_tsa_mentioned_entities,b77e12da2c4566189b796aa650d1597a,dgm_tsa_mentioned_entities__b77e12da2c4566189b796aa650d1597a
melanie harvey,TSA Deputy Executive Assistant Administrator Harvey,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Harvey,,dgm_tsa_mentioned_entities,c02af0826cdd0ca788448f9023a63b71,dgm_tsa_mentioned_entities__c02af0826cdd0ca788448f9023a63b71
melanieharvey,TSA Deputy Executive Assistant Administrator Harvey,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Harvey,,dgm_tsa_mentioned_entities,5f560dffafb91be3e2d8ab1d36450f6a,dgm_tsa_mentioned_entities__5f560dffafb91be3e2d8ab1d36450f6a
(tsa; melanie harvey),TSA Deputy Executive Assistant Administrator Harvey,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Executive Assistant Administrator Harvey,,dgm_tsa_mentioned_entities,b99f5417af011697aa94f4b0b9d9d9cd,dgm_tsa_mentioned_entities__b99f5417af011697aa94f4b0b9d9d9cd
holly canevari,TSA Chief of Staff Canevari,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief of Staff Canevari,,dgm_tsa_mentioned_entities,42681bbcd9b81aa401ad38b8a5e5f94c,dgm_tsa_mentioned_entities__42681bbcd9b81aa401ad38b8a5e5f94c
hollycanevari,TSA Chief of Staff Canevari,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief of Staff Canevari,,dgm_tsa_mentioned_entities,3317526f916d8c900ec8bd7f72907fc6,dgm_tsa_mentioned_entities__3317526f916d8c900ec8bd7f72907fc6
(tsa; holly canevari),TSA Chief of Staff Canevari,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief of Staff Canevari,,dgm_tsa_mentioned_entities,2bd4c2e9b1ff38f3826d2273267e7169,dgm_tsa_mentioned_entities__2bd4c2e9b1ff38f3826d2273267e7169
kimberly walton,TSA Executive Assistant Administrator Walton,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Walton,,dgm_tsa_mentioned_entities,c441d1b9b4b647ca17263ff257af517d,dgm_tsa_mentioned_entities__c441d1b9b4b647ca17263ff257af517d
kimberlywalton,TSA Executive Assistant Administrator Walton,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Walton,,dgm_tsa_mentioned_entities,3dd19a4bc51a6e23f8aaa5682898fc24,dgm_tsa_mentioned_entities__3dd19a4bc51a6e23f8aaa5682898fc24
(tsa; kimberly walton),TSA Executive Assistant Administrator Walton,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Assistant Administrator Walton,,dgm_tsa_mentioned_entities,a45cbfb35d6bad1dae71bdce7c6fe8aa,dgm_tsa_mentioned_entities__a45cbfb35d6bad1dae71bdce7c6fe8aa
francine kerner,TSA Chief Counsel  Kerner,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Counsel  Kerner,,dgm_tsa_mentioned_entities,d93afe5c71e9ac93460fd95e1204feb7,dgm_tsa_mentioned_entities__d93afe5c71e9ac93460fd95e1204feb7
francinekerner,TSA Chief Counsel  Kerner,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Counsel  Kerner,,dgm_tsa_mentioned_entities,6e7d2776e9bcbcbdae38068c19db5023,dgm_tsa_mentioned_entities__6e7d2776e9bcbcbdae38068c19db5023
(tsa; francine kerner),TSA Chief Counsel  Kerner,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Counsel  Kerner,,dgm_tsa_mentioned_entities,cc7cbb0e8e2c3dd9b7b8ac58492c97e7,dgm_tsa_mentioned_entities__cc7cbb0e8e2c3dd9b7b8ac58492c97e7
pat rose jr,TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,dfbb96dd2d8087c55ef68d999e370242,dgm_tsa_mentioned_entities__dfbb96dd2d8087c55ef68d999e370242
pat rose.jr,TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,bb007c0ce2152b2e26a8dd8aa7c2aa7b,dgm_tsa_mentioned_entities__bb007c0ce2152b2e26a8dd8aa7c2aa7b
patrose.jr,TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,b22314a7838d00d4fbb9774362987b89,dgm_tsa_mentioned_entities__b22314a7838d00d4fbb9774362987b89
pat rosejr,TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,15d64e75dd1151c2d01dcfb4187960c9,dgm_tsa_mentioned_entities__15d64e75dd1151c2d01dcfb4187960c9
patrosejr,TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,8c72edf55eadea307f1219583ffb5b09,dgm_tsa_mentioned_entities__8c72edf55eadea307f1219583ffb5b09
(tsa; pat rose jr),TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,ef294320b3b049e612cba3b0c004af99,dgm_tsa_mentioned_entities__ef294320b3b049e612cba3b0c004af99
(tsa; pat rose.jr),TSA Chief Financial Officer Rose Jr.,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Chief Financial Officer Rose Jr.,,dgm_tsa_mentioned_entities,48bc33432724585b4ef8159c0d7980e4,dgm_tsa_mentioned_entities__48bc33432724585b4ef8159c0d7980e4
christine griggs,TSA Assistant Administrator Griggs,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Griggs,,dgm_tsa_mentioned_entities,5ca737eee428ac794e8311155bac155e,dgm_tsa_mentioned_entities__5ca737eee428ac794e8311155bac155e
christinegriggs,TSA Assistant Administrator Griggs,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Griggs,,dgm_tsa_mentioned_entities,717f61c8fc6ceae753ce8fce0993c709,dgm_tsa_mentioned_entities__717f61c8fc6ceae753ce8fce0993c709
(tsa; christine griggs),TSA Assistant Administrator Griggs,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Griggs,,dgm_tsa_mentioned_entities,4acab3e90a19b643937106f714463d13,dgm_tsa_mentioned_entities__4acab3e90a19b643937106f714463d13
scott mulligan,TSA Assistant Administrator Mulligan,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Mulligan,,dgm_tsa_mentioned_entities,959b26d5e17626e2bcd2274cc86649ea,dgm_tsa_mentioned_entities__959b26d5e17626e2bcd2274cc86649ea
scottmulligan,TSA Assistant Administrator Mulligan,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Mulligan,,dgm_tsa_mentioned_entities,a9d188f3c303fdb17c2ba1224b8146bf,dgm_tsa_mentioned_entities__a9d188f3c303fdb17c2ba1224b8146bf
(tsa; scott mulligan),TSA Assistant Administrator Mulligan,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Mulligan,,dgm_tsa_mentioned_entities,50f89fc03a6002ddae36674bd072782d,dgm_tsa_mentioned_entities__50f89fc03a6002ddae36674bd072782d
john busch,TSA Executive Director Busch,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Director Busch,,dgm_tsa_mentioned_entities,3633b72e3a494e2997659968930e7f68,dgm_tsa_mentioned_entities__3633b72e3a494e2997659968930e7f68
johnbusch,TSA Executive Director Busch,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Director Busch,,dgm_tsa_mentioned_entities,e9be9851ed99476245ab6a67f1cb0cd7,dgm_tsa_mentioned_entities__e9be9851ed99476245ab6a67f1cb0cd7
(tsa; john busch),TSA Executive Director Busch,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Executive Director Busch,,dgm_tsa_mentioned_entities,83b6a0b318e98e984ebf76790da978a6,dgm_tsa_mentioned_entities__83b6a0b318e98e984ebf76790da978a6
myung kim,TSA Deputy Chief of Staff Kim,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Chief of Staff Kim,,dgm_tsa_mentioned_entities,2f4635b65ea73fe97d0a2e5d86ca6580,dgm_tsa_mentioned_entities__2f4635b65ea73fe97d0a2e5d86ca6580
myungkim,TSA Deputy Chief of Staff Kim,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Chief of Staff Kim,,dgm_tsa_mentioned_entities,67c2233abad3ea474dad6eba6d5e5d2d,dgm_tsa_mentioned_entities__67c2233abad3ea474dad6eba6d5e5d2d
(tsa; myung kim),TSA Deputy Chief of Staff Kim,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Deputy Chief of Staff Kim,,dgm_tsa_mentioned_entities,bf1828c01e9652a240e1f720bcef24d2,dgm_tsa_mentioned_entities__bf1828c01e9652a240e1f720bcef24d2
alexa lopez,TSA Assistant Administrator Lopez,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Lopez,,dgm_tsa_mentioned_entities,08ff9bc10a8c78db973444f4076034f3,dgm_tsa_mentioned_entities__08ff9bc10a8c78db973444f4076034f3
alexalopez,TSA Assistant Administrator Lopez,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Lopez,,dgm_tsa_mentioned_entities,916efcac1ba5391a2543ba431c9efc06,dgm_tsa_mentioned_entities__916efcac1ba5391a2543ba431c9efc06
(tsa; alexa lopez),TSA Assistant Administrator Lopez,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Lopez,,dgm_tsa_mentioned_entities,7b0875e4338d8400ea7a6a6bd2bd5801,dgm_tsa_mentioned_entities__7b0875e4338d8400ea7a6a6bd2bd5801
mario wilson,TSA Assistant Administrator Wilson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Wilson,,dgm_tsa_mentioned_entities,ee7126900843640e7f04332503987b28,dgm_tsa_mentioned_entities__ee7126900843640e7f04332503987b28
mariowilson,TSA Assistant Administrator Wilson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Wilson,,dgm_tsa_mentioned_entities,a21d67903ce96cc271b4e6db11e40302,dgm_tsa_mentioned_entities__a21d67903ce96cc271b4e6db11e40302
(tsa; mario wilson),TSA Assistant Administrator Wilson,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Wilson,,dgm_tsa_mentioned_entities,4278ceb1133abc1a5cd607dbfa59e2fe,dgm_tsa_mentioned_entities__4278ceb1133abc1a5cd607dbfa59e2fe
j. william weinberg,TSA Assistant Administrator Weinberg,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Weinberg,,dgm_tsa_mentioned_entities,83f928c401e5853ea70c23f8f78b2e78,dgm_tsa_mentioned_entities__83f928c401e5853ea70c23f8f78b2e78
j.william weinberg,TSA Assistant Administrator Weinberg,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Weinberg,,dgm_tsa_mentioned_entities,74740c7c966b79fc0cac861813b52964,dgm_tsa_mentioned_entities__74740c7c966b79fc0cac861813b52964
bill weinberg,TSA Assistant Administrator Weinberg,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Weinberg,,dgm_tsa_mentioned_entities,b5040d14f9397af986635eb4b11d19a8,dgm_tsa_mentioned_entities__b5040d14f9397af986635eb4b11d19a8
billweinberg,TSA Assistant Administrator Weinberg,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Weinberg,,dgm_tsa_mentioned_entities,1ae520105f1ab5f57dd6b21e67fd8aa3,dgm_tsa_mentioned_entities__1ae520105f1ab5f57dd6b21e67fd8aa3
j.williamweinberg,TSA Assistant Administrator Weinberg,agency leadership,,agency leadership,,,,AgencyLeadership,TSA Assistant Administrator Weinberg,,dgm_tsa_mentioned_entities,f4045cfa09b4f6edb601bc657410af11,dgm_tsa_mentioned_entities__f4045cfa09b4f6edb601bc657410af11
